img_caratula,sku,categoria_id,precio_intercambio,precio_compra,precio_venta,categoria_str,titulo
/product_images/Juegos/PC Juegos/4974365850425_s.jpg,4974365850425,830,0.01,0.01,0.25,PC,Panzer Dragoon
/product_images/Juegos/Wii Juegos/3391891958301_s.jpg,3391891958301,831,2.00,2.00,4.50,Wii,Family Trainer Magical Carnival
/product_images/Juegos/Xbox 360 Juegos/4005209111508_s.jpg,4005209111508,827,3.00,2.00,5.00,Xbox 360,Baja Edge of Control
/product_images/Juegos/PC Juegos/8436010154235_s.jpg,8436010154235,830,0.01,0.01,0.25,PC,Men Of War Edición Coleccionista
/product_images/Juegos/Wii Juegos/3391891959179_s.jpg,3391891959179,831,1.30,0.80,3.50,Wii,Power Rangers Samurai
/product_images/Juegos/Xbox 360 Juegos/5051893128193_s.jpg,5051893128193,827,7.00,5.00,12.00,Xbox 360,Batman Arkham City GOTY
/product_images/Juegos/PC Juegos/3546430114124_s.jpg,3546430114124,830,0.90,0.40,3.00,PC,Civilization III Deluxe Edition 3 Juegos
/product_images/Juegos/Wii Juegos/3391891971751_s.jpg,3391891971751,831,3.00,2.00,5.00,Wii,Ben 10: Omniverse 2
/product_images/Juegos/Xbox 360 Juegos/5030917132278_s.jpg,5030917132278,827,6.00,4.00,10.00,Xbox 360,Angry Birds: Star Wars
/product_images/Juegos/Xbox 360 Juegos/4005209096232_s.jpg,4005209096232,827,3.00,2.00,5.00,Xbox 360,Conan
/product_images/Juegos/PC Juegos/8436010152460_s.jpg,8436010152460,830,0.10,0.01,0.50,PC,"Drakensang II, The River Of Time"
/product_images/Juegos/PC Juegos/3342187306818_s.jpg,3342187306818,830,0.10,0.01,0.50,PC,Tennis Masters Series
/product_images/Juegos/Wii Juegos/3499550253832_s.jpg,3499550253832,831,1.90,1.20,5.00,Wii,Cocoto Magic Circus + Pistola
/product_images/Juegos/Wii Juegos/3499550261042_s.jpg,3499550261042,831,11.00,8.00,18.00,Wii,Hunting Challenge + Escopeta
/product_images/Juegos/Xbox 360 Juegos/5060125481653_s.jpg,5060125481653,827,1.50,0.90,4.00,Xbox 360,Dark Sector
/product_images/Juegos/PC Juegos/3348542188112_s.jpg,3348542188112,830,0.01,0.01,0.25,PC,Ground control oper. Exodus (SN)
/product_images/Juegos/Wii Juegos/3499550261059_s.jpg,3499550261059,831,1.70,1.00,4.50,Wii,My Body Coach + Pesas
/product_images/Juegos/Xbox 360 Juegos/882224468770_s.jpg,882224468770,827,1.10,0.70,3.00,Xbox 360,Vampire Rain
/product_images/Juegos/Xbox 360 Juegos/5030917050701_s.jpg,5030917050701,827,3.00,2.00,5.00,Xbox 360,Soldier of Fortune 3: Venganza
/product_images/Juegos/PC Juegos/5026555011167_s.jpg,5026555011167,830,0.01,0.01,0.10,PC,Putt-Putt salva el zoo
/product_images/Juegos/PC Juegos/843174001101_s.jpg,843174001101,830,0.10,0.01,0.50,PC,Monsters Inc - Scare Island
/product_images/Juegos/Wii Juegos/3499550261295_s.jpg,3499550261295,831,1.70,1.00,4.50,Wii,Hunting Challenge (Juegos)
/product_images/Juegos/Xbox 360 Juegos/5024866345131_s.jpg,5024866345131,827,3.00,2.00,5.00,Xbox 360,Operation Flashpoint Red River
/product_images/Juegos/PC Juegos/5450270010400_s.jpg,5450270010400,830,0.60,0.30,2.00,PC,Knights Of The Temple
/product_images/Juegos/PC Juegos/8431474072309_s.jpg,8431474072309,830,0.30,0.10,1.00,PC,Undercover - Operacion Wintersun
/product_images/Juegos/Wii Juegos/3499550261394_s.jpg,3499550261394,831,5.00,3.00,8.00,Wii,My Body Coach
/product_images/Juegos/Xbox 360 Juegos/4020628504304_s.jpg,4020628504304,827,1.70,1.00,4.50,Xbox 360,Warhammer Mark of Chaos: BattleMarch
/product_images/Juegos/PC Juegos/5026555039086_s.jpg,5026555039086,830,1.40,0.80,4.00,PC,Civilization IV
/product_images/Juegos/PC Juegos/4005209086639_s.jpg,4005209086639,830,0.10,0.01,0.50,PC,Supreme Commander 1DVD (SN)
/product_images/Juegos/Wii Juegos/3499550269147_s.jpg,3499550269147,831,1.50,0.90,4.00,Wii,Cocoto festival
/product_images/Juegos/Xbox 360 Juegos/3348542206984_s.jpg,3348542206984,827,3.00,2.00,6.00,Xbox 360,F.E.A.R.
/product_images/Juegos/PC Juegos/4005209072458_s.jpg,4005209072458,830,1.20,0.60,4.00,PC,Psychonauts
/product_images/Juegos/Wii Juegos/3499550269291_s.jpg,3499550269291,831,0.30,0.20,1.00,Wii,Cocoto Surprise = Canha Pescar
/product_images/Juegos/Xbox 360 Juegos/885370310184_s.jpg,885370310184,827,7.00,5.00,12.00,Xbox 360,Forza Motorsport 4 LE
/product_images/Juegos/PC Juegos/8435126500004_s.jpg,8435126500004,830,0.60,0.30,2.00,PC,Postal 2
/product_images/Juegos/Xbox 360 Juegos/4012927037539_s.jpg,4012927037539,827,10.00,7.00,16.00,Xbox 360,Zone Of The Enders HD Collection
/product_images/Juegos/PC Juegos/8431474073672_s.jpg,8431474073672,830,0.40,0.20,1.50,PC,Worms 4 Mayhem
/product_images/Juegos/Xbox 360 Juegos/8023171036250_s.jpg,8023171036250,827,13.00,9.00,22.00,Xbox 360,Sniper Elite 3 Ultimate Edition
/product_images/Juegos/PC Juegos/5030917019364_s.jpg,5030917019364,830,0.10,0.01,0.50,PC,Soldier of Fortune II Gold Edition (SN)
/product_images/Juegos/Xbox 360 Juegos/5060121823679_s.jpg,5060121823679,827,11.00,8.00,18.00,Xbox 360,Infinite Undiscovery
/product_images/Juegos/PC Juegos/3554540204048_s.jpg,3554540204048,830,0.30,0.10,1.00,PC,Frank Herbert's Dune
/product_images/Juegos/Xbox 360 Juegos/5021290026506_s.jpg,5021290026506,827,6.00,4.00,10.00,Xbox 360,Hitman: Blood Money
/product_images/Juegos/PC Juegos/3348542135598_s.jpg,3348542135598,830,0.10,0.01,0.50,PC,Gunman Chronicles
/product_images/Juegos/Xbox 360 Juegos/3499550330410_s.jpg,3499550330410,827,3.00,2.00,6.00,Xbox 360,Motorcycle Club
/product_images/Juegos/Xbox 360 Juegos/3391891958899_s.jpg,3391891958899,827,2.00,1.40,6.00,Xbox 360,Inversion
/product_images/Juegos/PC Juegos/8414185051283_s.jpg,8414185051283,830,0.70,0.30,2.50,PC,Medal Of Honor Deluxe Edition
/product_images/Juegos/Xbox 360 Juegos/4005209074100_s.jpg,4005209074100,827,3.00,2.00,5.00,Xbox 360,Moto GP 06
/product_images/Juegos/PS3 Juegos/5060138436251_s.jpg,5060138436251,821,5.00,3.00,8.00,PlayStation 3,Golden Axe Beast Rider
/product_images/Juegos/PC Juegos/8436010153085_s.jpg,8436010153085,830,0.60,0.30,2.00,PC,King's Bounty Trilogy
/product_images/Juegos/PC Juegos/3546430131022_s.jpg,3546430131022,830,0.30,0.10,1.00,PC,My Horse & Me
/product_images/Juegos/Xbox 360 Juegos/8059617100520_s.jpg,8059617100520,827,3.00,2.00,6.00,Xbox 360,SBK: Generations
/product_images/Juegos/PS3 Juegos/5060112743757_s.jpg,5060112743757,821,9.00,6.00,15.00,PlayStation 3,3D Dot Game Heroes
/product_images/Juegos/PC Juegos/8430613000913_s.jpg,8430613000913,830,0.10,0.01,0.50,PC,Mage Knight Apocalypsis
/product_images/Juegos/PC Juegos/8436010152538_s.jpg,8436010152538,830,0.40,0.20,1.50,PC,Es-Drakensang Premium
/product_images/Juegos/Xbox 360 Juegos/3391891960816_s.jpg,3391891960816,827,8.00,6.00,14.00,Xbox 360,Soul Calibur V (CE)
/product_images/Juegos/Xbox 360 Juegos/3296580807116_s.jpg,3296580807116,827,7.00,5.00,12.00,Xbox 360,Namco Museum Virtual Arcade
/product_images/Juegos/PS3 Juegos/9006113007135_s.jpg,9006113007135,821,6.00,4.00,10.00,PlayStation 3,Destroy All Humans! El Camino Del Recto Furon
/product_images/Juegos/PC Juegos/4041377702391_s.jpg,4041377702391,830,1.50,0.70,5.00,PC,True Crime New York City
/product_images/Juegos/Xbox 360 Juegos/5030917070587_s.jpg,5030917070587,827,3.00,2.00,6.00,Xbox 360,Singularity
/product_images/Juegos/Xbox 360 Juegos/5055277017140_s.jpg,5055277017140,827,6.00,4.00,10.00,Xbox 360,London 2012
/product_images/Juegos/PS3 Juegos/5030917151071_s.jpg,5030917151071,821,9.00,6.00,15.00,PlayStation 3,Teenage Mutant Ninja Turtles: La Amenaza Del Mutageno
/product_images/Juegos/PS3 Juegos/3307211671560_s.jpg,3307211671560,821,6.00,4.00,10.00,PlayStation 3,Lluvia de Albondigas
/product_images/Juegos/PC Juegos/3700265649057_s.jpg,3700265649057,830,0.10,0.01,0.50,PC,Forever worlds
/product_images/Juegos/PC Juegos/4020628931285_s.jpg,4020628931285,830,0.30,0.10,1.00,PC,Superstars V8 Racing - Megahits
/product_images/Juegos/Xbox 360 Juegos/5055277005680_s.jpg,5055277005680,827,1.70,1.00,4.50,Xbox 360,Aliens Vs Predator Ed Metal
/product_images/Juegos/Xbox 360 Juegos/5051893074833_s.jpg,5051893074833,827,3.00,2.00,5.00,Xbox 360,Barrio Sesamo: Erase una Vez un Monstruo
/product_images/Juegos/PS3 Juegos/5030917066962_s.jpg,5030917066962,821,11.00,8.00,18.00,PlayStation 3,Ice Age 3: El Origen de los Dinosaurios
/product_images/Juegos/PS3 Juegos/8154030102684_s.jpg,8154030102684,821,3.00,2.00,5.00,PlayStation 3,Falling Skies: The Game
/product_images/Juegos/PC Juegos/8437011575104_s.jpg,8437011575104,830,0.10,0.01,0.50,PC,Angry Birds: Star Wars
/product_images/Juegos/PC Juegos/5030917111266_s.jpg,5030917111266,830,0.90,0.40,3.00,PC,World of Warcraft: Mists of (P)
/product_images/Juegos/Xbox 360 Juegos/5030917151125_s.jpg,5030917151125,827,5.00,3.00,8.00,Xbox 360,Teenage Mutant Ninja Turtles: The Threat from Mutagen
/product_images/Juegos/PS3 Juegos/8717418227081_s.jpg,8717418227081,821,0.30,0.20,1.00,PlayStation 3,Disney Sing It - Pop Hits
/product_images/Juegos/PC Juegos/3546430114186_s.jpg,3546430114186,830,1.50,0.70,5.00,PC,Neverwinter Nights Deluxe Edition
/product_images/Juegos/Xbox 360 Juegos/3391891955799_s.jpg,3391891955799,827,0.90,0.60,2.50,Xbox 360,Ace Combat: Assault Horizon LE
/product_images/Juegos/Xbox 360 Juegos/5021290043701_s.jpg,5021290043701,827,5.00,3.00,8.00,Xbox 360,Deus Ex: Human Revolution AE
/product_images/Juegos/PS3 Juegos/8033102491171_s.jpg,8033102491171,821,5.00,3.00,8.00,PlayStation 3,Superstars V8 Next Challenge
/product_images/Juegos/PC Juegos/5055060971550_s.jpg,5055060971550,830,1.00,0.60,3.00,PC,Street Fighter X Tekken (P)
/product_images/Juegos/PC Juegos/8717662270062_s.jpg,8717662270062,830,0.60,0.30,2.00,PC,Keepsake
/product_images/Juegos/Xbox 360 Juegos/3307215889961_s.jpg,3307215889961,827,11.00,8.00,18.00,Xbox 360,Assassin's Creed IV: Black Flag/Assassin's Creed Rogue
/product_images/Juegos/PS3 Juegos/5030934092180_s.jpg,5030934092180,821,7.00,5.00,12.00,PlayStation 3,Hasbro Juegos En Familia 3
/product_images/Juegos/PC Juegos/3307210232502_s.jpg,3307210232502,830,0.40,0.20,1.50,PC,Dark Messiah of Might & Magic (SN)
/product_images/Juegos/Xbox 360 Juegos/5030917125393_s.jpg,5030917125393,827,11.00,8.00,18.00,Xbox 360,Masacre Deadpool
/product_images/Juegos/PS3 Juegos/711719173663_s.jpg,711719173663,821,5.00,3.00,8.00,PlayStation 3,God of War III (3) EE
/product_images/Juegos/PC Juegos/3546430124499_s.jpg,3546430124499,830,0.90,0.40,3.00,PC,Alone in the Dark (SN)
/product_images/Juegos/Xbox 360 Juegos/5030934057325_s.jpg,5030934057325,827,6.00,4.00,10.00,Xbox 360,Harry Potter y la Orden del Fenix
/product_images/Juegos/PS3 Juegos/5030934052931_s.jpg,5030934052931,821,3.00,2.00,6.00,PlayStation 3,NBA Street Homecourt
/product_images/Juegos/PC Juegos/8420565200004_s.jpg,8420565200004,830,0.10,0.01,0.50,PC,"Abeja Maya, La - Maya y La Lluvia"
/product_images/Juegos/PS3 Juegos/5030917123443_s.jpg,5030917123443,821,13.00,9.00,22.00,PlayStation 3,Walking Dead: Survival Instinct
/product_images/Juegos/PC Juegos/5030934092449_s.jpg,5030934092449,830,0.30,0.10,1.00,PC,FIFA Manager 2011
/product_images/Juegos/PC Juegos/8427197001443_s.jpg,8427197001443,830,0.30,0.10,1.00,PC,MF Dos Vaqueros Chapuceros
/product_images/Juegos/PC Juegos/8436010154150_s.jpg,8436010154150,830,0.70,0.30,2.50,PC,Lucius
/product_images/Juegos/PS3 Juegos/5051893154825_s.jpg,5051893154825,821,9.00,6.00,15.00,PlayStation 3,Hotwheels: World's Best Driver
/product_images/Juegos/PS3 Juegos/023272006006_s.jpg,023272006006,821,7.00,5.00,12.00,PlayStation 3,Lego Indiana Jones: La Trilogia Original
/product_images/Juegos/PC Juegos/8431019030023_s.jpg,8431019030023,830,1.00,0.50,3.50,PC,Blitzkrieg
/product_images/Juegos/PC Juegos/5030917059629_s.jpg,5030917059629,830,0.10,0.01,0.50,PC,World Championship Off Road Racing
/product_images/Juegos/PC Juegos/8431474001033_s.jpg,8431474001033,830,0.01,0.01,0.25,PC,Disney Dinosaurio
/product_images/Juegos/PS3 Juegos/4020628894214_s.jpg,4020628894214,821,9.00,6.00,15.00,PlayStation 3,Metro: Last Light CE
/product_images/Juegos/PS3 Juegos/4005209136686_s.jpg,4005209136686,821,1.50,0.90,4.00,PlayStation 3,WWE Smackdown Vs Raw 2011
/product_images/Juegos/PS3 Juegos/4012927050064_s.jpg,4012927050064,821,3.00,2.00,6.00,PlayStation 3,Hellboy: The Science of Evil
/product_images/Juegos/PC Juegos/014633194784_s.jpg,014633194784,830,0.20,0.10,0.75,PC,Create
/product_images/Juegos/PC Juegos/3391891979320_s.jpg,3391891979320,830,9.00,5.00,25.00,PC,Witcher 3: Wild Hunt (P)
/product_images/Juegos/PC Juegos/4012927071540_s.jpg,4012927071540,830,0.01,0.01,0.10,PC,Pro Evolution Soccer 5 (SN)
/product_images/Juegos/PS3 Juegos/5037930110740_s.jpg,5037930110740,821,4.00,3.00,7.00,PlayStation 3,Wheelman
/product_images/Juegos/PS3 Juegos/3391891973304_s.jpg,3391891973304,821,6.00,4.00,10.00,PlayStation 3,Hora De Aventuras: Explora La Mazmorra
/product_images/Juegos/PS3 Juegos/3391891956949_s.jpg,3391891956949,821,3.00,2.00,6.00,PlayStation 3,Ben 10 Galactic Racing
/product_images/Juegos/PC Juegos/4250230210175_s.jpg,4250230210175,830,0.30,0.10,1.00,PC,Battle Vs Chess
/product_images/Juegos/PC Juegos/4005209062206_s.jpg,4005209062206,830,1.20,0.60,4.00,PC,The Punisher El Castigador
/product_images/Juegos/PC Juegos/5026102007155_s.jpg,5026102007155,830,1.20,0.60,4.00,PC,Icewind Dale II
/product_images/Juegos/PS3 Juegos/4005209138581_s.jpg,4005209138581,821,5.00,3.00,8.00,PlayStation 3,De Blob 2
/product_images/Juegos/PS3 Juegos/5060327532603_s.jpg,5060327532603,821,9.00,6.00,15.00,PlayStation 3,Atelier Shallie: Alchemists Of The Dusk Sea
/product_images/Juegos/PS3 Juegos/711719162254_s.jpg,711719162254,821,7.00,5.00,12.00,PlayStation 3,Ratchet & Clank Atrapados en el Tiempo E
/product_images/Juegos/PC Juegos/023272002091_s.jpg,023272002091,830,2.00,1.40,6.00,PC,The Curse of Monkey Island (2CD)
/product_images/Juegos/PC Juegos/3700265682054_s.jpg,3700265682054,830,0.30,0.10,1.00,PC,Metal Heart - Replicant's Rampage
/product_images/Juegos/PS3 Juegos/5060138435957_s.jpg,5060138435957,821,3.00,2.00,6.00,PlayStation 3,Sega Superstars Tennis
/product_images/Juegos/PS3 Juegos/711719160175_s.jpg,711719160175,821,1.50,0.90,4.00,PlayStation 3,"Shoot, The (Move)"
/product_images/Juegos/PS3 Juegos/813633010618_s.jpg,813633010618,821,12.00,9.00,20.00,PlayStation 3,Trinity Universe
/product_images/Juegos/PC Juegos/8436010151975_s.jpg,8436010151975,830,0.01,0.01,0.10,PC,Trackmania (Edicion Oro) (P)
/product_images/Juegos/PC Juegos/8423817601871_s.jpg,8423817601871,830,0.01,0.01,0.25,PC,Superbikes Racing
/product_images/Juegos/PS3 Juegos/813633012193_s.jpg,813633012193,821,7.00,5.00,12.00,PlayStation 3,Mugen Souls
/product_images/Juegos/PS3 Juegos/3307215713099_s.jpg,3307215713099,821,9.00,6.00,15.00,PlayStation 3,"Pitufos 2, Los"
/product_images/Juegos/PS3 Juegos/3307215692325_s.jpg,3307215692325,821,3.00,2.00,6.00,PlayStation 3,Ghost Recon FS & AW2 Double Pack (18)
/product_images/Juegos/PC Juegos/4015756109668_s.jpg,4015756109668,830,0.20,0.10,0.75,PC,Cossacks - European Wars
/product_images/Juegos/PC Juegos/3512289010672_s.jpg,3512289010672,830,0.01,0.01,0.10,PC,Trackmania Sunrise
/product_images/Juegos/PS3 Juegos/5026555410960_s.jpg,5026555410960,821,0.70,0.40,2.00,PlayStation 3,Borderlands 2 - Pack Contenido Adicional
/product_images/Juegos/PS3 Juegos/5026555400046_s.jpg,5026555400046,821,0.30,0.10,1.00,PlayStation 3,NBA 2K7
/product_images/Juegos/PC Juegos/5021290029736_s.jpg,5021290029736,830,0.40,0.20,1.50,PC,Infernal
/product_images/Juegos/PC Juegos/8427897001170_s.jpg,8427897001170,830,0.60,0.30,2.00,PC,En Busca De Las Llaves Secretas
/product_images/Juegos/PC Juegos/8427197210005B_s.jpg,8427197210005,830,0.20,0.10,0.75,PC,Bubbles
/product_images/Juegos/PS3 Juegos/5024866347098_s.jpg,5024866347098,821,11.00,8.00,18.00,PlayStation 3,Dirt 3 Edicion Completa
/product_images/Juegos/PS3 Juegos/5026555408622_s.jpg,5026555408622,821,3.00,2.00,6.00,PlayStation 3,XCOM: Enemy Unknown
/product_images/Juegos/PS3 Juegos/5026555414968_s.jpg,5026555414968,821,7.00,5.00,12.00,PlayStation 3,Borderlands 2 - GOTY Ed
/product_images/Juegos/PC Juegos/4032222690147_s.jpg,4032222690147,830,0.30,0.10,1.00,PC,"Hunter, The - Primal (P)"
/product_images/Juegos/PC Juegos/3307212816205_s.jpg,3307212816205,830,0.30,0.10,1.00,PC,Hawx
/product_images/Juegos/PC Juegos/8431474001057_s.jpg,8431474001057,830,0.30,0.10,1.00,PC,Mickey : Un Dia A Tope
/product_images/Juegos/PS3 Juegos/3499550328318_s.jpg,3499550328318,821,7.00,5.00,12.00,PlayStation 3,Handball Challenge 14
/product_images/Juegos/PS3 Juegos/5055277016655_s.jpg,5055277016655,821,7.00,5.00,12.00,PlayStation 3,Yakuza: Dead Souls - Edición Limitada
/product_images/Juegos/PS3 Juegos/5060286001486_s.jpg,5060286001486,821,1.30,0.80,3.50,PlayStation 3,Defiance
/product_images/Juegos/PC Juegos/5030917035920_s.jpg,5030917035920,830,0.60,0.30,2.00,PC,Enemy Territory: Quake Wars (SN)
/product_images/Juegos/PC Juegos/3348542211551_s.jpg,3348542211551,830,2.00,1.60,8.00,PC,Empire Earth III
/product_images/Juegos/PS3 Juegos/3512899113107_s.jpg,3512899113107,821,6.00,4.00,10.00,PlayStation 3,Sherlock Holmes: Crimes & Punishments
/product_images/Juegos/PS3 Juegos/5030917110375_s.jpg,5030917110375,821,7.00,5.00,12.00,PlayStation 3,Ice Age: Continental Drift
/product_images/Juegos/PS3 Juegos/3391891987615_s.jpg,3391891987615,821,12.00,9.00,20.00,PlayStation 3,Tales Of Xillia / Tales Of Xillia 2
/product_images/Juegos/PS3 Juegos/711719774457_s.jpg,711719774457,821,18.00,13.00,30.00,PlayStation 3,Buzz! El Multiconcurso TV SE + Buzzers
/product_images/Juegos/PS3 Juegos/711719118756_s.jpg,711719118756,821,9.00,6.00,15.00,PlayStation 3,Cazafantasmas
/product_images/Juegos/PS3 Juegos/5030934068130_s.jpg,5030934068130,821,5.00,3.00,8.00,PlayStation 3,Skate 2
/product_images/Juegos/PS3 Juegos/4005209121101_s.jpg,4005209121101,821,11.00,8.00,18.00,PlayStation 3,Disney Pixar's Up
/product_images/Juegos/PS3 Juegos/711719221661_s.jpg,711719221661,821,0.90,0.60,2.50,PlayStation 3,Diggs Detectove Privado
/product_images/Juegos/PS3 Juegos/5060138432925_s.jpg,5060138432925,821,1.30,0.80,3.50,PlayStation 3,"Brujula Dorada, La"
/product_images/Juegos/PS3 Juegos/5030917102035_s.jpg,5030917102035,821,5.00,3.00,8.00,PlayStation 3,Goldeneye 007 Reloaded
/product_images/Juegos/PS3 Juegos/3512899114456_s.jpg,3512899114456,821,18.00,13.00,30.00,PlayStation 3,Farming Simulator 15
/product_images/Juegos/PS3 Juegos/4260231341495_s.jpg,4260231341495,821,3.00,2.00,6.00,PlayStation 3,La Voz 2 (No Microphone)
/product_images/Juegos/PS3 Juegos/5060146460866_s.jpg,5060146460866,821,11.00,8.00,18.00,PlayStation 3,Walking Dead: Telltale Games Series 1
/product_images/Juegos/PS3 Juegos/8059617100612_s.jpg,8059617100612,821,5.00,3.00,8.00,PlayStation 3,SBK Generations
/product_images/Juegos/PS3 Juegos/5030934105163_s.jpg,5030934105163,821,17.00,12.00,28.00,PlayStation 3,Mass Effect 3: Edicion Coleccionista
/product_images/Juegos/PS3 Juegos/3512899114753_s.jpg,3512899114753,821,12.00,9.00,20.00,PlayStation 3,Tour De France 2015
/product_images/Juegos/PS3 Juegos/711719440857_s.jpg,711719440857,821,0.20,0.10,0.75,PlayStation 3,Eye of Judgement (Juego Solo)
/product_images/Juegos/PS3 Juegos/3391891968560_s.jpg,3391891968560,821,6.00,4.00,10.00,PlayStation 3,Star Trek (2013)
/product_images/Juegos/PS3 Juegos/5030934109468_s.jpg,5030934109468,821,3.00,2.00,6.00,PlayStation 3,FUSE
/product_images/Juegos/PS3 Juegos/5030917089855_s.jpg,5030917089855,821,0.90,0.60,2.50,PlayStation 3,Tony Hawk Shred - Game Only
/product_images/Juegos/PS3 Juegos/5026555419444_s.jpg,5026555419444,821,13.00,9.00,22.00,PlayStation 3,Borderlands Triple Pack
/product_images/Juegos/PS3 Juegos/5060050946371_s.jpg,5060050946371,821,1.30,0.80,3.50,PlayStation 3,King of Fighters XII
/product_images/Juegos/DS Juegos/4005209106566_s.jpg,4005209106566,834,1.50,0.90,4.00,Nintendo DS,Viaje al Centro de la Tierra
/product_images/Juegos/DS Juegos/4005209111683_s.jpg,4005209111683,834,1.30,0.80,3.50,Nintendo DS,Bob Esponja y Sus Amigos: Globs of Doom
/product_images/Juegos/DS Juegos/4005209113502_s.jpg,4005209113502,834,0.20,0.10,0.75,Nintendo DS,All Star Cheerleader
/product_images/Juegos/DS Juegos/4005209113762_s.jpg,4005209113762,834,3.00,2.00,5.00,Nintendo DS,Vuelta al Corral
/product_images/Juegos/DS Juegos/4005209117845_s.jpg,4005209117845,834,5.00,4.00,9.00,Nintendo DS,Spongebob Squarepants: Frantic Fry
/product_images/Juegos/DS Juegos/4005209126182_s.jpg,4005209126182,834,3.00,2.00,6.00,Nintendo DS,WWE Smackdown Vs. Raw 2010
/product_images/Juegos/DS Juegos/4005209126519_s.jpg,4005209126519,834,6.00,4.00,10.00,Nintendo DS,Marvel Super Hero Squad
/product_images/Juegos/DS Juegos/4005209128292_s.jpg,4005209128292,834,0.40,0.20,1.50,Nintendo DS,Womens Murder Club: Games of Passion
/product_images/Juegos/DS Juegos/4005209128421_s.jpg,4005209128421,834,1.90,1.20,5.00,Nintendo DS,MX vs . ATX: Reflex
/product_images/Juegos/DS Juegos/4005209128490_s.jpg,4005209128490,834,1.50,0.90,4.00,Nintendo DS,Biggest Loser
/product_images/Juegos/DS Juegos/4005209132930_s.jpg,4005209132930,834,0.70,0.40,2.00,Nintendo DS,Beat City
/product_images/Juegos/DS Juegos/4005209133951_s.jpg,4005209133951,834,1.10,0.70,3.00,Nintendo DS,Nancy Drew: Mysterio Del Modelo
/product_images/Juegos/DS Juegos/4005209139519_s.jpg,4005209139519,834,1.30,0.80,3.50,Nintendo DS,Hot Wheels Track Attack
/product_images/Juegos/DS Juegos/4005209139533_s.jpg,4005209139533,834,5.00,3.00,8.00,Nintendo DS,Hot Wheels 2010 Track Attack
/product_images/Juegos/DS Juegos/4005209139625_s.jpg,4005209139625,834,11.00,8.00,18.00,Nintendo DS,Barbie: Salon De Belleza Para Mascotas
/product_images/Juegos/DS Juegos/4005209151450_s.jpg,4005209151450,834,5.00,3.00,8.00,Nintendo DS,"Barbie: Jet, Set & Style"
/product_images/Juegos/DS Juegos/4012927081310_s.jpg,4012927081310,834,7.00,5.00,12.00,Nintendo DS,Turtles Mutant Nightmare 3
/product_images/Juegos/DS Juegos/4012927081358_s.jpg,4012927081358,834,6.00,4.00,10.00,Nintendo DS,Yu-Gi-Oh Nightmare Troubadour
/product_images/Juegos/DS Juegos/4012927081426_s.jpg,4012927081426,834,1.50,0.90,4.00,Nintendo DS,Frogger: Helmet Chaos
/product_images/Juegos/DS Juegos/4012927081433_s.jpg,4012927081433,834,0.30,0.10,1.00,Nintendo DS,Dragon Booster
/product_images/Juegos/DS Juegos/4012927081761_s.jpg,4012927081761,834,9.00,6.00,15.00,Nintendo DS,Lost In Blue 2
/product_images/Juegos/DS Juegos/4012927081846_s.jpg,4012927081846,834,0.90,0.60,2.50,Nintendo DS,Death Jr. & The Science Fair of Doom
/product_images/Juegos/DS Juegos/4012927081907_s.jpg,4012927081907,834,3.00,2.00,6.00,Nintendo DS,My Frogger Toy Trial
/product_images/Juegos/DS Juegos/4012927081938_s.jpg,4012927081938,834,1.90,1.20,5.00,Nintendo DS,Steel Horizon
/product_images/Juegos/DS Juegos/4012927082027_s.jpg,4012927082027,834,0.40,0.20,1.50,Nintendo DS,Xiaolin Showdown
/product_images/Juegos/DS Juegos/4012927082171_s.jpg,4012927082171,834,1.50,0.90,4.00,Nintendo DS,Marvel Trading Card Game
/product_images/Juegos/DS Juegos/4012927082263_s.jpg,4012927082263,834,5.00,3.00,8.00,Nintendo DS,Winx Club: Mission Enchantix
/product_images/Juegos/DS Juegos/4012927082805_s.jpg,4012927082805,834,7.00,5.00,12.00,Nintendo DS,Yu Gi Oh! Stardust Accelerator World
/product_images/Juegos/DS Juegos/4012927082836_s.jpg,4012927082836,834,3.00,2.00,6.00,Nintendo DS,Yu-Gi-Oh! World Championship 2009
/product_images/Juegos/DS Juegos/4012927082928_s.jpg,4012927082928,834,11.00,8.00,18.00,Nintendo DS,Time Hollow
/product_images/Juegos/DS Juegos/4012927082973_s.jpg,4012927082973,834,5.00,3.00,8.00,Nintendo DS,Winx Club Secret Diary 2009
/product_images/Juegos/DS Juegos/4012927083017_s.jpg,4012927083017,834,18.00,13.00,30.00,Nintendo DS,Suikoden Tierkreis
/product_images/Juegos/DS Juegos/4012927083093_s.jpg,4012927083093,834,9.00,6.00,15.00,Nintendo DS,Enchanted Folk & Scool Of Wizadry
/product_images/Juegos/DS Juegos/4012927083130_s.jpg,4012927083130,834,0.40,0.20,1.50,Nintendo DS,Rock Revolution
/product_images/Juegos/DS Juegos/4012927083185_s.jpg,4012927083185,834,11.00,8.00,18.00,Nintendo DS,Bomberman 2
/product_images/Juegos/DS Juegos/4012927083284_s.jpg,4012927083284,834,11.00,8.00,18.00,Nintendo DS,Winx Club: The Universe Magico
/product_images/Juegos/DS Juegos/4012927083291_s.jpg,4012927083291,834,0.01,0.01,0.25,Nintendo DS,Miami Crisis
/product_images/Juegos/DS Juegos/4012927083376_s.jpg,4012927083376,834,0.70,0.30,2.50,Nintendo DS,Puzzle Chronicles
