img_caratula,titulo,categoria_str,precio_intercambio,precio_compra,categoria_id,sku,precio_venta
/product_images/Juegos/PSP Juegos/4012927064139_s.jpg,Puzzle Chronicles,PSP,0.30,0.10,862,4012927064139,1.00
/product_images/Juegos/PS3 Juegos/5060327531163_s.jpg,Yaiba: Ninja Gaiden Z,PlayStation 3,5.00,3.00,821,5060327531163,8.00
/product_images/Juegos/PS3 Juegos/5055277010097_s.jpg,Yakuza 4,PlayStation 3,11.00,8.00,821,5055277010097,18.00
/product_images/Juegos/PS3 Juegos/5030934075237_s.jpg,Rock Band: The Beatles,PlayStation 3,0.70,0.30,821,5030934075237,2.50
/product_images/Juegos/Wii Juegos/3307211611504_s.jpg,Quien Quiere Ser Millonario? Segunda Ed.,Wii,4.00,3.00,831,3307211611504,7.00
/product_images/Juegos/Wii Juegos/045496367299D_s.jpg,Inazuma Eleven Strikers ( Sobre De Carto,Wii,1.70,1.00,831,045496367299,4.50
/product_images/Juegos/PSP Juegos/4012927064955_s.jpg,Yu-Gi-Oh! Tag Force 5,PSP,1.80,1.00,862,4012927064955,5.00
/product_images/Juegos/PSP Juegos/4020628500917_s.jpg,The Hustle: Detroit Streets,PSP,0.40,0.20,862,4020628500917,1.50
/product_images/Juegos/PSP Juegos/4020628501884_s.jpg,Fast & The Furious,PSP,3.00,2.00,862,4020628501884,10.00
/product_images/Juegos/PS3 Juegos/3307215802458_s.jpg,Assassins Creed - Birth Of A New World - The American Saga,PlayStation 3,13.00,9.00,821,3307215802458,22.00
/product_images/Juegos/PS3 Juegos/5060138431232_s.jpg,Virtua Fighter 5,PlayStation 3,5.00,3.00,821,5060138431232,8.00
/product_images/Juegos/PS3 Juegos/5024866349207_s.jpg,F1 Race Stars,PlayStation 3,4.00,3.00,821,5024866349207,7.00
/product_images/Juegos/Wii Juegos/3307211648869_s.jpg,Anno - La Creacion de un Nuevo Mundo,Wii,3.00,2.00,831,3307211648869,6.00
/product_images/Juegos/Wii Juegos/9006113166320_s.jpg,Safecracker,Wii,5.00,3.00,831,9006113166320,8.00
/product_images/Juegos/PSP Juegos/4020628504052_s.jpg,Mytran Wars,PSP,1.20,0.70,862,4020628504052,3.50
/product_images/Juegos/PSP Juegos/4510772105743_s.jpg,BlazBlue Continuum Shift II,PSP,1.40,0.80,862,4510772105743,4.00
/product_images/Juegos/PSP Juegos/4510772106481_s.jpg,Blazblue - Calamity Trigger,PSP,1.20,0.70,862,4510772106481,3.50
/product_images/Juegos/PS3 Juegos/4012927053881_s.jpg,Silent Hill HD Collecion,PlayStation 3,15.00,11.00,821,4012927053881,25.00
/product_images/Juegos/PS3 Juegos/5026555407038_s.jpg,"Darkness 2, The",PlayStation 3,3.00,2.00,821,5026555407038,6.00
/product_images/Juegos/PS3 Juegos/711719687788_s.jpg,Genji: Days of The Blade,PlayStation 3,1.10,0.70,821,711719687788,3.00
/product_images/Juegos/Wii Juegos/5051893036152_s.jpg,Scooby Doo Y El Pantano Tenebroso,Wii,9.00,6.00,831,5051893036152,15.00
/product_images/Juegos/Wii Juegos/5051893015263_s.jpg,Scooby Doo: Bienvenidos al Misterio,Wii,5.00,3.00,831,5051893015263,8.00
/product_images/Juegos/Wii Juegos/5051893036190_s.jpg,GaHoole: La Leyenda de los Guardianes,Wii,1.70,1.00,831,5051893036190,4.50
/product_images/Juegos/PSP Juegos/4543112378781_s.jpg,Gundam Battle Tactics,PSP,1.80,1.00,862,4543112378781,5.00
/product_images/Juegos/PS3 Juegos/3391891956048_s.jpg,Ace Combat: Assault Horizon,PlayStation 3,5.00,3.00,821,3391891956048,8.00
/product_images/Juegos/Wii Juegos/4012927092668_s.jpg,Yu-Gi-Oh! 5D's Master Of Cards,Wii,1.70,1.00,831,4012927092668,4.50
/product_images/Juegos/PSP Juegos/4779026380453_s.jpg,King Of Pool,PSP,0.90,0.40,862,4779026380453,3.00
/product_images/Juegos/PS3 Juegos/8033102492277_s.jpg,WRC: World Rally Championship 2010,PlayStation 3,3.00,2.00,821,8033102492277,6.00
/product_images/Juegos/Wii Juegos/4012927093047_s.jpg,GTI Club: Supermini Fiesta,Wii,12.00,9.00,831,4012927093047,20.00
/product_images/Juegos/PSP Juegos/4948872101677_s.jpg,Bleach 2,PSP,6.00,3.00,862,4948872101677,18.00
/product_images/Juegos/PS3 Juegos/5060138433946_s.jpg,"Club, The",PlayStation 3,0.90,0.60,821,5060138433946,2.50
/product_images/Juegos/Wii Juegos/4012927093214_s.jpg,"Shadow's Tale, A",Wii,31.00,22.00,831,4012927093214,50.00
/product_images/Juegos/PSP Juegos/4948872452977_s.jpg,Bleach: Heat the Soul 3,PSP,9.00,5.00,862,4948872452977,25.00
/product_images/Juegos/PS3 Juegos/5060073308415_s.jpg,Ninja Gaiden 3,PlayStation 3,6.00,4.00,821,5060073308415,10.00
/product_images/Juegos/Wii Juegos/4012927093245_s.jpg,"Torre De Las Sombras, La",Wii,15.00,11.00,831,4012927093245,25.00
/product_images/Juegos/PSP Juegos/4948872453011_s.jpg,Spectral Vs. Generation,PSP,4.00,2.00,862,4948872453011,12.00
/product_images/Juegos/PS3 Juegos/0711719135586_s.jpg,Time Crisis Razing Storm (Move),PlayStation 3,5.00,3.00,821,0711719135586,8.00
/product_images/Juegos/Wii Juegos/4018281370527_s.jpg,RTL Winter Sports 2008,Wii,3.00,2.00,831,4018281370527,5.00
/product_images/Juegos/PSP Juegos/4948872680080_s.jpg,Bleach: Heat The Soul 4,PSP,2.00,1.60,862,4948872680080,8.00
/product_images/Juegos/PS3 Juegos/093155119734_s.jpg,Doom 3 - BFG Edition,PlayStation 3,7.00,5.00,821,093155119734,12.00
/product_images/Juegos/Wii Juegos/4020628502201_s.jpg,Secret Files: Tunguska,Wii,5.00,3.00,831,4020628502201,8.00
/product_images/Juegos/PSP Juegos/4974365900113_s.jpg,Initial D: Street Stage,PSP,12.00,7.00,862,4974365900113,35.00
/product_images/Juegos/PSP Juegos/4976219652162_s.jpg,Vampire Chronicle The Chaos Tower (JAP),PSP,2.00,1.20,862,4976219652162,6.00
/product_images/Juegos/Wii Juegos/4260231341464_s.jpg,La Voz 2 (2 Microfonos),Wii,9.00,6.00,831,4260231341464,15.00
/product_images/Juegos/PSP Juegos/4976219653701_s.jpg,Rockman X: Irregular Hunter (JAP),PSP,10.00,5.00,862,4976219653701,28.00
/product_images/Juegos/PSP Juegos/4983164735680_s.jpg,Super Robot Taisen MX Portable,PSP,9.00,5.00,862,4983164735680,25.00
/product_images/Juegos/Wii Juegos/5021290036017_s.jpg,Monster Lab,Wii,1.10,0.70,831,5021290036017,3.00
/product_images/Juegos/PSP Juegos/5017783023350_s.jpg,Carol Vorderman's Sudoku,PSP,1.40,0.80,862,5017783023350,4.00
/product_images/Juegos/Wii Juegos/5026555041744_s.jpg,Los 4 Fantasticos Y Silver Surfer,Wii,1.90,1.20,831,5026555041744,5.00
/product_images/Juegos/PSP Juegos/5017783024203_s.jpg,Kazook,PSP,0.40,0.20,862,5017783024203,1.50
/product_images/Juegos/Wii Juegos/5030917060236_s.jpg,Los Monos Locos 20 Juegos,Wii,3.00,2.00,831,5030917060236,6.00
/product_images/Juegos/Wii Juegos/5030917066450_s.jpg,Transformers: La Vengana de los Caidos,Wii,1.90,1.20,831,5030917066450,5.00
/product_images/Juegos/Wii Juegos/5030917091018_s.jpg,Goldeneye 007 *USE 5030917091049*,Wii,-1,-1,831,5030917091018,8.00
/product_images/Juegos/Wii Juegos/5030917118654_s.jpg,Cabela's Dangerous Hunts 2013,Wii,3.00,2.00,831,5030917118654,6.00
/product_images/Juegos/Wii Juegos/5030934055888_s.jpg,Medal of Honor Vanguard,Wii,5.00,3.00,831,5030934055888,8.00
/product_images/Juegos/Wii Juegos/5030934067386_s.jpg,NBA Live 09,Wii,3.00,2.00,831,5030934067386,5.00
/product_images/Juegos/Wii Juegos/5030934068680_s.jpg,Rock Band (Pack de Canciones),Wii,0.30,0.20,831,5030934068680,1.00
/product_images/Juegos/Wii Juegos/5030934092470_s.jpg,NBA Jam,Wii,5.00,3.00,831,5030934092470,8.00
/product_images/Juegos/Wii Juegos/5051893021721_s.jpg,Lego Rock Band,Wii,1.50,0.90,831,5051893021721,4.00
/product_images/Juegos/Wii Juegos/5055277000517_s.jpg,Let's Tap (Solo Juego),Wii,1.10,0.70,831,5055277000517,3.00
/product_images/Juegos/Wii Juegos/5055277003945_s.jpg,Super Monkey Ball Wii Step & Roll,Wii,2.00,1.80,831,5055277003945,4.00
/product_images/Juegos/Wii Juegos/5055277013166_s.jpg,Capitan America Supersoldado,Wii,5.00,3.00,831,5055277013166,8.00
/product_images/Juegos/Wii Juegos/5055377601317_s.jpg,Redneck -  Farm Animals Racing,Wii,1.30,0.80,831,5055377601317,3.50
/product_images/Juegos/Wii Juegos/5060057026465_s.jpg,Ferrari Challenge - Trofeo Pirelli,Wii,5.00,3.00,831,5060057026465,8.00
/product_images/Juegos/Wii Juegos/5060138434400_s.jpg,Ghost Squad,Wii,3.00,2.00,831,5060138434400,6.00
/product_images/Juegos/Wii Juegos/5060138434448_s.jpg,Nights: Journey of Dreams,Wii,5.00,3.00,831,5060138434448,8.00
/product_images/Juegos/Wii Juegos/506013843582B_s.jpg,Sega Bass Fishing,Wii,0.90,0.60,831,506013843582,2.50
/product_images/Juegos/Wii Juegos/8011642020358_s.jpg,Let's Dance With Mel B,Wii,5.00,3.00,831,8011642020358,8.00
/product_images/Juegos/Wii Juegos/8023171034256_s.jpg,Zumba Fitness 2 + Cinturon,Wii,9.00,6.00,831,8023171034256,15.00
/product_images/Juegos/Wii Juegos/8154030101625_s.jpg,Monster High: 13 Deseos,Wii,3.00,2.00,831,8154030101625,6.00
/product_images/Juegos/Wii Juegos/8154030101861_s.jpg,Barbie: Dreamhouse Party,Wii,6.00,4.00,831,8154030101861,10.00
/product_images/Juegos/Wii Juegos/8717545402375_s.jpg,Sudoku Ball Detective,Wii,0.50,0.30,831,8717545402375,1.50
/product_images/Juegos/Wii Juegos/8717545402719_s.jpg,Pequenos Invasores,Wii,1.30,0.80,831,8717545402719,3.50
/product_images/Juegos/Wii Juegos/4012927091364_s.jpg,Lost in Blue: Shipwrecked,Wii,5.00,3.00,831,4012927091364,8.00
/product_images/Juegos/Wii Juegos/045496364878_s.jpg,Wii Chess,Wii,0.90,0.60,831,045496364878,2.50
/product_images/Juegos/Wii Juegos/045496364984_s.jpg,Donkey Kong  Jet Race,Wii,7.00,5.00,831,045496364984,12.00
/product_images/Juegos/Xbox 360 Juegos/5055277004997_s.jpg,Resonance of Fate,Xbox 360,3.00,2.00,827,5055277004997,6.00
/product_images/Juegos/Xbox 360 Juegos/8023171026084_s.jpg,Supremacy MMA,Xbox 360,1.50,0.90,827,8023171026084,4.00
/product_images/Juegos/Xbox 360 Juegos/882224746083_s.jpg,Ninja Blade,Xbox 360,3.00,2.00,827,882224746083,5.00
/product_images/Juegos/Xbox 360 Juegos/5051603222899_s.jpg,F.E.A.R. 2: Project Origin,Xbox 360,1.50,0.90,827,5051603222899,4.00
/product_images/Juegos/Xbox 360 Juegos/8717418177195_s.jpg,Pure,Xbox 360,0.70,0.40,827,8717418177195,2.00
/product_images/Juegos/Xbox 360 Juegos/5030917039348_s.jpg,Marvel Ultimate Alliance,Xbox 360,5.00,3.00,827,5030917039348,8.00
/product_images/Juegos/Xbox 360 Juegos/882224277112_s.jpg,Viva Pinata,Xbox 360,1.30,0.80,827,882224277112,3.50
/product_images/Juegos/Xbox 360 Juegos/5060146462556_s.jpg,Minecraft: Story Mode,Xbox 360,7.00,5.00,827,5060146462556,12.00
/product_images/Juegos/Xbox 360 Juegos/5021290057432_s.jpg,Lightning Returns: Final Fantasy XIII,Xbox 360,6.00,4.00,827,5021290057432,10.00
/product_images/Juegos/Xbox 360 Juegos/5055277008988_s.jpg,Sonic Free Riders,Xbox 360,1.70,1.00,827,5055277008988,4.50
/product_images/Juegos/Xbox 360 Juegos/5030934095549_s.jpg,"Need For Speed, Shift 2",Xbox 360,5.00,3.00,827,5030934095549,8.00
/product_images/Juegos/Xbox 360 Juegos/5060146462976_s.jpg,Juego De Tronos: Temporada 1,Xbox 360,6.00,4.00,827,5060146462976,10.00
/product_images/Juegos/Xbox 360 Juegos/5026555254960_s.jpg,NBA 2K12,Xbox 360,1.10,0.70,827,5026555254960,3.00
/product_images/Juegos/Xbox 360 Juegos/5060138438668_s.jpg,Beijing 2008: Juegos Olimpicos,Xbox 360,0.90,0.60,827,5060138438668,2.50
/product_images/Juegos/Xbox 360 Juegos/885370808148_s.jpg,World of Tanks,Xbox 360,1.10,0.70,827,885370808148,3.00
/product_images/Juegos/Xbox 360 Juegos/3546430141243_s.jpg,Smash Court Tennis 3,Xbox 360,0.90,0.60,827,3546430141243,2.50
/product_images/Juegos/Xbox 360 Juegos/5030917031120_s.jpg,Call of Duty 2,Xbox 360,6.00,4.00,827,5030917031120,10.00
/product_images/Juegos/Xbox 360 Juegos/3307215589113_s.jpg,Your Shape Fitness Evolved 2012 (Kinect),Xbox 360,3.00,2.00,827,3307215589113,5.00
/product_images/Juegos/Xbox 360 Juegos/5037930101090_s.jpg,Mortal Kombat Vs. DC Universe,Xbox 360,7.00,5.00,827,5037930101090,12.00
/product_images/Juegos/Xbox 360 Juegos/4005209151122_s.jpg,"Warhammer 40,000: Space Marine",Xbox 360,1.70,1.00,827,4005209151122,4.50
/product_images/Juegos/Xbox 360 Juegos/5030917051821_s.jpg,Guitar Hero II (Solo Juego),Xbox 360,1.70,1.00,827,5030917051821,4.50
/product_images/Juegos/Xbox 360 Juegos/3391891972017_s.jpg,Naruto Shippuden - Ninja Storm 3 Full B,Xbox 360,7.00,5.00,827,3391891972017,12.00
/product_images/Juegos/Xbox 360 Juegos/4020628509903_s.jpg,Catherine,Xbox 360,12.00,9.00,827,4020628509903,20.00
/product_images/Juegos/Xbox 360 Juegos/5060073308491_s.jpg,Ninja Gaiden 3,Xbox 360,5.00,3.00,827,5060073308491,8.00
/product_images/Juegos/Xbox 360 Juegos/3391891958547_s.jpg,Soul Calibur V,Xbox 360,5.00,3.00,827,3391891958547,8.00
/product_images/Juegos/Xbox 360 Juegos/5051893229394_s.jpg,LEGO Star Wars: El Despertar De La Fuerza,Xbox 360,12.00,9.00,827,5051893229394,20.00
/product_images/Juegos/Xbox 360 Juegos/4005209084376_s.jpg,WWE Smackdown Vs. Raw 2007,Xbox 360,0.70,0.40,827,4005209084376,2.00
/product_images/Juegos/Xbox 360 Juegos/5030917043864_s.jpg,Spider-Man 3,Xbox 360,3.00,2.00,827,5030917043864,6.00
/product_images/Juegos/Xbox 360 Juegos/5055060962008_s.jpg,Moto GP 09/10,Xbox 360,0.90,0.60,827,5055060962008,2.50
/product_images/Juegos/Xbox 360 Juegos/5030934059091_s.jpg,Medal of Honor: Airborne,Xbox 360,6.00,4.00,827,5030934059091,10.00
/product_images/Juegos/Xbox 360 Juegos/5026555247443_s.jpg,Civilization Revolution,Xbox 360,3.00,2.00,827,5026555247443,6.00
/product_images/Juegos/Xbox 360 Juegos/5060138431751_s.jpg,Virtua Fighter 5,Xbox 360,3.00,2.00,827,5060138431751,6.00
/product_images/Juegos/Xbox 360 Juegos/5051893021219_s.jpg,Donde Viven Los Monstruos El Videjouego,Xbox 360,0.90,0.60,827,5051893021219,2.50
/product_images/Juegos/Xbox 360 Juegos/882224512886_s.jpg,Kingdom Under Fire: Circle of Doom,Xbox 360,3.00,2.00,827,882224512886,6.00
/product_images/Juegos/Xbox 360 Juegos/5030934092647_s.jpg,Fight Night Champion,Xbox 360,5.00,3.00,827,5030934092647,8.00
/product_images/Juegos/Xbox 360 Juegos/5051893055276_s.jpg,F.3.A.R (FEAR 3),Xbox 360,5.00,3.00,827,5051893055276,8.00
/product_images/Juegos/Xbox 360 Juegos/3348542218963_s.jpg,Conspiracion de Bourne,Xbox 360,1.30,0.80,827,3348542218963,3.50
/product_images/Juegos/Xbox 360 Juegos/5030934087582_s.jpg,Harry Potter: Reliquias de la Muerte P1,Xbox 360,3.00,2.00,827,5030934087582,6.00
/product_images/Juegos/Xbox 360 Juegos/4250230224141_s.jpg,"Two Worlds 2, II",Xbox 360,3.00,2.00,827,4250230224141,6.00
/product_images/Juegos/Xbox 360 Juegos/5907813598067_s.jpg,Enemy Front,Xbox 360,3.00,2.00,827,5907813598067,5.00
/product_images/Juegos/Xbox 360 Juegos/3391891964517_s.jpg,Dark Souls - Prepare To Die Edition,Xbox 360,15.00,11.00,827,3391891964517,25.00
/product_images/Juegos/Xbox 360 Juegos/5026555254656_s.jpg,"Darkness 2, The",Xbox 360,1.50,0.90,827,5026555254656,4.00
/product_images/Juegos/Xbox 360 Juegos/3348542206465_s.jpg,Timeshift,Xbox 360,0.90,0.60,827,3348542206465,2.50
/product_images/Juegos/Xbox 360 Juegos/5055060961308_s.jpg,Bionic Commando,Xbox 360,0.90,0.60,827,5055060961308,2.50
/product_images/Juegos/Xbox 360 Juegos/5026555249140_s.jpg,Bioshock + Oblivion,Xbox 360,5.00,3.00,827,5026555249140,8.00
/product_images/Juegos/Xbox 360 Juegos/5030937111147_s.jpg,Dragon Age: Inquisition *2 Disc*,Xbox 360,7.00,5.00,827,5030937111147,12.00
/product_images/Juegos/Xbox 360 Juegos/023272005641_s.jpg,Star Wars the Force Unleashed,Xbox 360,4.00,3.00,827,023272005641,7.00
/product_images/Juegos/Xbox 360 Juegos/3296580806836_s.jpg,Afro Samurai,Xbox 360,3.00,2.00,827,3296580806836,5.00
/product_images/Juegos/Xbox 360 Juegos/3307210262486_s.jpg,Dark Messiah of Might & Magic: Elements,Xbox 360,0.70,0.40,827,3307210262486,2.00
/product_images/Juegos/Xbox 360 Juegos/3307215897447_s.jpg,Just Dance 2016,Xbox 360,11.00,8.00,827,3307215897447,18.00
/product_images/Juegos/Xbox 360 Juegos/3307219902512_s.jpg,Michael Jackson: The Experience (Kinect),Xbox 360,1.10,0.70,827,3307219902512,3.00
/product_images/Juegos/Xbox 360 Juegos/3307219930997_s.jpg,Child of Eden,Xbox 360,0.90,0.60,827,3307219930997,2.50
/product_images/Juegos/Xbox 360 Juegos/3307219947582_s.jpg,Call Of Juarez 3: The Cartel,Xbox 360,3.00,2.00,827,3307219947582,6.00
/product_images/Juegos/Xbox 360 Juegos/3348542206984_s.jpg,F.E.A.R.,Xbox 360,3.00,2.00,827,3348542206984,6.00
/product_images/Juegos/Xbox 360 Juegos/3499550297812_s.jpg,Snipers,Xbox 360,7.00,5.00,827,3499550297812,12.00
/product_images/Juegos/Xbox 360 Juegos/4005209095594_s.jpg,Juiced 2: Hot Import Nights,Xbox 360,1.50,0.90,827,4005209095594,4.00
/product_images/Juegos/Xbox 360 Juegos/4005209166911_s.jpg,WWE 13,Xbox 360,1.70,1.00,827,4005209166911,4.50
/product_images/Juegos/Xbox 360 Juegos/4012927038291_s.jpg,Castlevania: Lords Of Shadow 2,Xbox 360,11.00,8.00,827,4012927038291,18.00
/product_images/Juegos/PS4 Juegos/5030917171697_s.jpg,Skylanders Superchargers Dark Edition Starter Pack,PlayStation 4,18.00,13.00,1001,5030917171697,30.00
/product_images/Juegos/PS4 Juegos/5030917175763_s.jpg,Guitar Hero Live + 2x 6 Button Guitars,PlayStation 4,26.00,18.00,1001,5030917175763,42.00
/product_images/Juegos/PS4 Juegos/5030917179679_s.jpg,Peanuts Movie: Snoopy's Grand Adventure,PlayStation 4,7.00,5.00,1001,5030917179679,12.00
/product_images/Juegos/PS4 Juegos/5030917179716_s.jpg,Carlitos and Snoopy: The Videogame,PlayStation 4,13.00,9.00,1001,5030917179716,22.00
/product_images/Juegos/PS4 Juegos/5030917189265_s.jpg,Overwatch Origins - Collector's Edition,PlayStation 4,43.00,30.00,1001,5030917189265,68.00
/product_images/Juegos/PS4 Juegos/5030917199363_s.jpg,Skylanders Imaginators Dark Edition Starter Pack,PlayStation 4,31.00,22.00,1001,5030917199363,50.00
/product_images/Juegos/PS4 Juegos/5030917199561_s.jpg,Skylanders Imaginators Crash Bandicoot Starter Pack,PlayStation 4,37.00,27.00,1001,5030917199561,60.00
/product_images/Juegos/PS4 Juegos/5030930116378_s.jpg,NHL 17,PlayStation 4,31.00,22.00,1001,5030930116378,50.00
/product_images/Juegos/PS4 Juegos/5030932112460_s.jpg,Madden NFL 15,PlayStation 4,4.00,2.00,1001,5030932112460,12.00
/product_images/Juegos/PS4 Juegos/5030939112678_s.jpg,Rory McIlroy PGA Tour,PlayStation 4,13.00,9.00,1001,5030939112678,22.00
/product_images/Juegos/PS4 Juegos/5030942116380_s.jpg,Madden NFL 17,PlayStation 4,28.00,20.00,1001,5030942116380,45.00
/product_images/Juegos/PS4 Juegos/5035225112905_s.jpg,Madden NFL 16,PlayStation 4,13.00,8.00,1001,5035225112905,35.00
/product_images/Juegos/PS4 Juegos/5051893186390_s.jpg,Batman Arkham Knight: LE + Statue & Artbook & Comic,PlayStation 4,31.00,22.00,1001,5051893186390,50.00
/product_images/Juegos/PS4 Juegos/5051893219067_s.jpg,Mortal Kombat X Kollectors Edition (No DLC),PlayStation 4,47.00,33.00,1001,5051893219067,75.00
/product_images/Juegos/PS4 Juegos/5055856406587_s.jpg,Fallout 4 Pip-Boy Editon,PlayStation 4,47.00,33.00,1001,5055856406587,75.00
/product_images/Juegos/PS4 Juegos/5060057022993_s.jpg,Pure Pool,PlayStation 4,4.00,2.00,1001,5060057022993,12.00
/product_images/Juegos/PS4 Juegos/5060057029206_s.jpg,Putty Squad,PlayStation 4,12.00,9.00,1001,5060057029206,20.00
/product_images/Juegos/PS4 Juegos/5060102954347_s.jpg,Zombie Vikings: Ragnarok Edition,PlayStation 4,7.00,5.00,1001,5060102954347,12.00
/product_images/Juegos/PS4 Juegos/5060102954446_s.jpg,Lumo,PlayStation 4,5.00,3.00,1001,5060102954446,15.00
/product_images/Juegos/PS4 Juegos/5060102954576_s.jpg,Steamworld Collection,PlayStation 4,7.00,5.00,1001,5060102954576,12.00
/product_images/Juegos/PS4 Juegos/5060146463195_s.jpg,Jackbox Games Party Pack: Volume 1,PlayStation 4,4.00,2.00,1001,5060146463195,12.00
/product_images/Juegos/PS4 Juegos/5060201654292_s.jpg,Blazblue: Chrono Phantasma,PlayStation 4,7.00,5.00,1001,5060201654292,12.00
/product_images/Juegos/PS4 Juegos/5060201654520_s.jpg,Aegis Of Earth: Protonovus Assault,PlayStation 4,9.00,6.00,1001,5060201654520,15.00
/product_images/Juegos/PS4 Juegos/5060201655794_s.jpg,BlazBlue Central Fiction,PlayStation 4,24.00,17.00,1001,5060201655794,38.00
/product_images/Juegos/PS4 Juegos/5060201656616_s.jpg,Steins Gate Zero,PlayStation 4,20.00,14.00,1001,5060201656616,32.00
/product_images/Juegos/PS4 Juegos/5060236960979_s.jpg,Flockers,PlayStation 4,3.00,2.00,1001,5060236960979,10.00
/product_images/Juegos/PS4 Juegos/5060236961556_s.jpg,"Escapists, The",PlayStation 4,9.00,6.00,1001,5060236961556,15.00
/product_images/Juegos/PS4 Juegos/5060236964083_s.jpg,Escapists: The Walking Dead Edition,PlayStation 4,11.00,8.00,1001,5060236964083,18.00
/product_images/Juegos/PS4 Juegos/5060236964625_s.jpg,Prison Architect,PlayStation 4,12.00,9.00,1001,5060236964625,20.00
/product_images/Juegos/PS4 Juegos/5060264371099_s.jpg,Sublevel Zero,PlayStation 4,9.00,6.00,1001,5060264371099,15.00
/product_images/Juegos/PS4 Juegos/5060327530029_s.jpg,Deception IV: The Nightmare Princess,PlayStation 4,15.00,11.00,1001,5060327530029,25.00
/product_images/Juegos/PS4 Juegos/5060327532993_s.jpg,Nights Of Azure,PlayStation 4,13.00,9.00,1001,5060327532993,22.00
/product_images/Juegos/PS4 Juegos/5060327533044_s.jpg,Samurai Warriors 4 Empires,PlayStation 4,9.00,6.00,1001,5060327533044,15.00
/product_images/Juegos/PS4 Juegos/5060327533204_s.jpg,Atelier Sophie - The Alchemist Of The Mysterious Book,PlayStation 4,15.00,11.00,1001,5060327533204,25.00
/product_images/Juegos/PS4 Juegos/5060327533457_s.jpg,A.O.T: Wings Of Freedom Treasure Box (Artbook/OST/Towel/Badges),PlayStation 4,31.00,22.00,1001,5060327533457,50.00
