categoria_str,sku,precio_intercambio,categoria_id,precio_venta,precio_compra,img_caratula,titulo
PC,4012927075081,0.01,830,0.25,0.01,/product_images/Juegos/PC Juegos/4012927075081_s.jpg,Pro Evolution Soccer 2014 (P)
PC,4012927075333,3.00,830,10.00,2.00,/product_images/Juegos/PC Juegos/4012927075333_s.jpg,Castlevania: Lords Of Shadow 2 C (P)
PC,4012927075425,31.00,830,50.00,22.00,/product_images/Juegos/PC Juegos/4012927075425_s.jpg,Castlevania: Lords Of Shadow 2 CE
PC,4012927075654,3.00,830,10.00,2.00,/product_images/Juegos/PC Juegos/4012927075654_s.jpg,Pro Evolution Soccer 2015 (P)
PC,4012927076385,2.00,830,6.00,1.20,/product_images/Juegos/PC Juegos/4012927076385_s.jpg,Pro Evolution Soccer 2016 (P)
PC,4012927076675,13.00,830,22.00,9.00,/product_images/Juegos/PC Juegos/4012927076675_s.jpg,Pro Evolution Soccer 2017 (P)
PC,4012927370056,0.40,830,1.50,0.20,/product_images/Juegos/PC Juegos/4012927370056_s.jpg,"Mummy, The"
PC,4014935161015,0.10,830,0.50,0.01,/product_images/Juegos/PC Juegos/4014935161015_s.jpg,Dark Star One
PC,4014935240215,0.60,830,2.00,0.30,/product_images/Juegos/PC Juegos/4014935240215_s.jpg,Pirates: Ascaron Collection Volume 1
PC,4014935260534,0.01,830,0.25,0.01,/product_images/Juegos/PC Juegos/4014935260534_s.jpg,Arena Wars
PC,4015756105547,-1,830,9.00,-1,/product_images/Juegos/PC Juegos/4015756105547_s.jpg,Cossacks
PC,4015756105875,0.70,830,2.50,0.30,/product_images/Juegos/PC Juegos/4015756105875_s.jpg,Divine Divinity (2 discs)
PC,4015756109088,1.80,830,5.00,1.00,/product_images/Juegos/PC Juegos/4015756109088_s.jpg,Combat Mission
PC,4015756109118,0.10,830,0.50,0.01,/product_images/Juegos/PC Juegos/4015756109118_s.jpg,Sudden Strike Gold Edition
PC,4015756109415,0.01,830,0.25,0.01,/product_images/Juegos/PC Juegos/4015756109415_s.jpg,Grom: Terror in Tibet
PC,4015756109750,0.20,830,0.75,0.10,/product_images/Juegos/PC Juegos/4015756109750_s.jpg,Sudden Strike II
PC,4015756109965,0.40,830,1.50,0.20,/product_images/Juegos/PC Juegos/4015756109965_s.jpg,Combat Mission 2
PC,4015756110886,0.01,830,0.25,0.01,/product_images/Juegos/PC Juegos/4015756110886_s.jpg,No Man's Land - Fight For Your Rights
PC,4015756111401,0.01,830,0.10,0.01,/product_images/Juegos/PC Juegos/4015756111401_s.jpg,Heaven & Hell
PC,4015756112101,0.10,830,0.50,0.01,/product_images/Juegos/PC Juegos/4015756112101_s.jpg,Sudden Strike Anthology
PC,4015756114389,0.10,830,0.50,0.01,/product_images/Juegos/PC Juegos/4015756114389_s.jpg,Delta Force Xtreme 2
PC,4015918017657,2.00,830,8.00,1.60,/product_images/Juegos/PC Juegos/4015918017657_s.jpg,Starfighter. f 104
PC,4015918022170,2.00,830,8.00,1.60,/product_images/Juegos/PC Juegos/4015918022170_s.jpg,A320 Pilot In Command (add on)
PC,4015918022224,1.40,830,4.00,0.80,/product_images/Juegos/PC Juegos/4015918022224_s.jpg,MSFS 2004  Islas Canarias
PC,4015918022262,0.90,830,2.50,0.50,/product_images/Juegos/PC Juegos/4015918022262_s.jpg,High Speed Trains - Expansion
PC,4015918022279,0.60,830,2.00,0.30,/product_images/Juegos/PC Juegos/4015918022279_s.jpg,Londres - Brighton Express
PC,4015918022798,2.00,830,8.00,1.60,/product_images/Juegos/PC Juegos/4015918022798_s.jpg,US Airports 1 (SN) 1DVD (Expansion)
PC,4015918022804,0.60,830,2.00,0.30,/product_images/Juegos/PC Juegos/4015918022804_s.jpg,Airbus Holiday Destination
PC,4015918023726,0.70,830,2.50,0.30,/product_images/Juegos/PC Juegos/4015918023726_s.jpg,Seahawk & Boxer
PC,4015918101943,0.60,830,2.00,0.30,/product_images/Juegos/PC Juegos/4015918101943_s.jpg,Scenery Gibralter
PC,4015918102285,2.00,830,8.00,1.60,/product_images/Juegos/PC Juegos/4015918102285_s.jpg,Mega Airport London Heathrow (Exp. FS X)
PC,4015918102728,2.00,830,6.00,1.20,/product_images/Juegos/PC Juegos/4015918102728_s.jpg,747-400X Queen of the Skies (Expansion)
PC,4015918102865,1.40,830,4.00,0.80,/product_images/Juegos/PC Juegos/4015918102865_s.jpg,F-16 Fighting Falcon (Exp. FS X)
PC,4015918104050,0.10,830,0.50,0.10,/product_images/Juegos/PC Juegos/4015918104050_s.jpg,Mega Airport Madrid Barajas (Exp. FS X)
PC,4015918108546,1.50,830,5.00,0.70,/product_images/Juegos/PC Juegos/4015918108546_s.jpg,Scenary Madeira (Expansion FS X)
PC,4015918109932,1.40,830,4.00,0.80,/product_images/Juegos/PC Juegos/4015918109932_s.jpg,Flight Simulator- Lukla X Mount Everest
PC,4015918110433,3.00,830,10.00,2.00,/product_images/Juegos/PC Juegos/4015918110433_s.jpg,Rise of flight
PC,4015918113052,5.00,830,15.00,3.00,/product_images/Juegos/PC Juegos/4015918113052_s.jpg,Airbus X MSFSX
PC,4015918113243,4.00,830,12.00,2.00,/product_images/Juegos/PC Juegos/4015918113243_s.jpg,City Bus Simulator 2010 New York(P)
PC,4015918117951,0.30,830,1.00,0.10,/product_images/Juegos/PC Juegos/4015918117951_s.jpg,Rise of Flight (2011)
PC,4015918118309,2.00,830,6.00,1.20,/product_images/Juegos/PC Juegos/4015918118309_s.jpg,Flight Simulator X Paris (Exp)
PC,4015918119153,0.10,830,0.50,0.01,/product_images/Juegos/PC Juegos/4015918119153_s.jpg,Mega Airport Barcelona X
PC,4015918119184,0.60,830,2.00,0.30,/product_images/Juegos/PC Juegos/4015918119184_s.jpg,Bridge
PC,4015918123051,1.40,830,4.00,0.80,/product_images/Juegos/PC Juegos/4015918123051_s.jpg,FS Global Ultimate Europa / Africa
PC,4015918501668,1.40,830,4.00,0.80,/product_images/Juegos/PC Juegos/4015918501668_s.jpg,Underground Simulator - Vol. 1 New York - New  Jersey
PC,4015918501798,1.40,830,4.00,0.80,/product_images/Juegos/PC Juegos/4015918501798_s.jpg,Underground Simulator - Vol. 2 Berlin
PC,4015918503167,4.00,830,12.00,2.00,/product_images/Juegos/PC Juegos/4015918503167_s.jpg,Simulador de Conductor del Metro de Lond
PC,4017244018315,0.30,830,1.00,0.10,/product_images/Juegos/PC Juegos/4017244018315_s.jpg,Mi Hotel Para Mascotas
PC,4017244018667,1.00,830,3.50,0.50,/product_images/Juegos/PC Juegos/4017244018667_s.jpg,Mi Granja de Caballos
PC,4017244018773,0.20,830,0.75,0.10,/product_images/Juegos/PC Juegos/4017244018773_s.jpg,Riding Star
PC,4017244027898,0.10,830,0.50,0.01,/product_images/Juegos/PC Juegos/4017244027898_s.jpg,Crash Time 4 The Syndicate
PC,4017244029373,0.90,830,3.00,0.40,/product_images/Juegos/PC Juegos/4017244029373_s.jpg,"Cursed Crusade, The (P)"
PC,4017244031048,2.00,830,6.00,1.20,/product_images/Juegos/PC Juegos/4017244031048_s.jpg,Serious Sam 3 (P)
PC,4018281370480,0.10,830,0.50,0.01,/product_images/Juegos/PC Juegos/4018281370480_s.jpg,RTL Biathlon 2008
PC,4018281370497,0.20,830,0.75,0.10,/product_images/Juegos/PC Juegos/4018281370497_s.jpg,RTL Winter Sports 2008
PC,4018281671761,2.00,830,6.00,1.20,/product_images/Juegos/PC Juegos/4018281671761_s.jpg,Train Simulator - ProTrain 32: Stuttgart
PC,4019393972043,0.10,830,0.50,0.10,/product_images/Juegos/PC Juegos/4019393972043_s.jpg,Panzer Simulator 2012
PC,4020628500412,0.10,830,0.50,0.01,/product_images/Juegos/PC Juegos/4020628500412_s.jpg,Dawn of Magic
PC,4020628500467,0.70,830,2.50,0.30,/product_images/Juegos/PC Juegos/4020628500467_s.jpg,Rush for Berlin
PC,4020628500641,1.80,830,5.00,1.00,/product_images/Juegos/PC Juegos/4020628500641_s.jpg,U-Boat Battle in the Mediterranean EXSP.
PC,4020628501037,2.00,830,7.00,1.40,/product_images/Juegos/PC Juegos/4020628501037_s.jpg,Dark Age of Camelot Labyrinth Of The Min
PC,4020628501099,0.60,830,2.00,0.30,/product_images/Juegos/PC Juegos/4020628501099_s.jpg,Vanguard - Saga of Heroes (P)
PC,4020628501365,0.10,830,0.50,0.01,/product_images/Juegos/PC Juegos/4020628501365_s.jpg,Wildlife Park 2 Gold
PC,4020628501372,0.50,830,1.50,0.30,/product_images/Juegos/PC Juegos/4020628501372_s.jpg,Pony Ranch
PC,4020628849528,1.40,830,4.00,0.80,/product_images/Juegos/PC Juegos/4020628849528_s.jpg,Helicopter 2015 Natural Disasters
PC,4020628857684,4.00,830,12.00,2.00,/product_images/Juegos/PC Juegos/4020628857684_s.jpg,Baldur's Gate - Enhanced Ed
PC,4020628862343,2.00,830,6.00,1.20,/product_images/Juegos/PC Juegos/4020628862343_s.jpg,Saints Row IV: Re-Elected (No Gat Out Of Hell DLC) (P)
PC,4020628863555,6.00,830,18.00,3.00,/product_images/Juegos/PC Juegos/4020628863555_s.jpg,This War Of Mine (P)
PC,4020628866907,5.00,830,15.00,3.00,/product_images/Juegos/PC Juegos/4020628866907_s.jpg,Ryse: Son Of Rome (P)
PC,4020628869878,0.01,830,0.25,0.01,/product_images/Juegos/PC Juegos/4020628869878_s.jpg,Dead Island: Epidemic (P) Badass Starter Pack
PC,4020628883898,3.00,830,10.00,2.00,/product_images/Juegos/PC Juegos/4020628883898_s.jpg,Goat Simulator (P)
PC,4020628884420,4.00,830,12.00,2.00,/product_images/Juegos/PC Juegos/4020628884420S_s.jpg,Saints Row III & IV (P)
PC,4020628885601,0.90,830,3.00,0.40,/product_images/Juegos/PC Juegos/4020628885601_s.jpg,Risen 3: Titan Lords (P)
PC,4020628885960,5.00,830,15.00,3.00,/product_images/Juegos/PC Juegos/4020628885960_s.jpg,Broken Sword 5 (P)
PC,4020628886356,7.00,830,20.00,4.00,/product_images/Juegos/PC Juegos/4020628886356_s.jpg,Metro Redux (P)
PC,4020628887605,1.80,830,5.00,1.00,/product_images/Juegos/PC Juegos/4020628887605_s.jpg,Killer is Dead Nightmare Edition (P)
PC,4020628889050,3.00,830,10.00,2.00,/product_images/Juegos/PC Juegos/4020628889050_s.jpg,Sacred 3
PC,4020628894795,0.01,830,0.25,0.01,/product_images/Juegos/PC Juegos/4020628894795_s.jpg,Nascar 14
PC,4020628896256,9.00,830,25.00,5.00,/product_images/Juegos/PC Juegos/4020628896256_s.jpg,Wasteland 2 - Ranger Edition
PC,4020628899110,4.00,830,12.00,2.00,/product_images/Juegos/PC Juegos/4020628899110_s.jpg,Emergency 2016 (P)
PC,4020628949785,0.01,830,0.25,0.01,/product_images/Juegos/PC Juegos/4020628949785_s.jpg,Age of Conan: Rise of the Godslayer (P)
PC,4020628995065,0.60,830,2.00,0.30,/product_images/Juegos/PC Juegos/4020628995065_s.jpg,Chariots Of War
PC,4020628995997,0.20,830,0.75,0.10,/product_images/Juegos/PC Juegos/4020628995997_s.jpg,Neuro Hunter
PC,4020628996000,0.01,830,0.25,0.01,/product_images/Juegos/PC Juegos/4020628996000_s.jpg,Alexander The Heroes Hour
PC,4020636113918,0.10,830,0.50,0.01,/product_images/Juegos/PC Juegos/4020636113918_s.jpg,Agrar Simulator - Historische Landmaschinen (P)
PC,4020636114151,0.60,830,2.00,0.30,/product_images/Juegos/PC Juegos/4020636114151_s.jpg,Simulador New York Taxi
PC,4020636114168,1.80,830,5.00,1.00,/product_images/Juegos/PC Juegos/4020636114168_s.jpg,Simulador De Le�ador 2012 (P)
PC,4020636114199,1.50,830,5.00,0.70,/product_images/Juegos/PC Juegos/4020636114199_s.jpg,Simulador Tanque Panzer Versión Español
PC,4020636114205,1.40,830,4.00,0.80,/product_images/Juegos/PC Juegos/4020636114205_s.jpg,Simulador De Conductor De Gruas De Coche
PC,4020636119606,0.01,830,0.25,0.01,/product_images/Juegos/PC Juegos/4020636119606_s.jpg,Kick Ass 2
PC,4020636121562,0.10,830,0.50,0.01,/product_images/Juegos/PC Juegos/4020636121562_s.jpg,Bloodbath
PC,4020636126994,0.01,830,0.25,0.01,/product_images/Juegos/PC Juegos/4020636126994_s.jpg,Mundo De Aventura
PC,4020636151194,0.10,830,0.50,0.01,/product_images/Juegos/PC Juegos/4020636151194_s.jpg,Grey-Goo: War Is Evolving (P)
PC,4020636160011,0.30,830,1.00,0.10,/product_images/Juegos/PC Juegos/4020636160011_s.jpg,Professional Farmer 2014 - Platinum Edition (P)
PC,4027975004570,0.60,830,2.00,0.30,/product_images/Juegos/PC Juegos/4027975004570_s.jpg,Fritz 10
PC,4027975005102,1.80,830,5.00,1.00,/product_images/Juegos/PC Juegos/4027975005102_s.jpg,Fritz 11
PC,4027975006789,2.00,830,8.00,1.60,/product_images/Juegos/PC Juegos/4027975006789_s.jpg,Fritz ChessBase 13
PC,4032222403570,2.00,830,8.00,1.60,/product_images/Juegos/PC Juegos/4032222403570_s.jpg,Braid - Jump n Run-Adventure
PC,4032222905135,1.40,830,4.00,0.80,/product_images/Juegos/PC Juegos/4032222905135_s.jpg,10 Fun Games
PC,4041377401188,0.90,830,3.00,0.40,/product_images/Juegos/PC Juegos/4041377401188_s.jpg,Still Life 2
PC,4041377402178,0.60,830,2.00,0.30,/product_images/Juegos/PC Juegos/4041377402178_s.jpg,Los Sims 2 (Mac Version)
PC,4041377402352,0.30,830,1.00,0.10,/product_images/Juegos/PC Juegos/4041377402352_s.jpg,Los Sims 2: Universitarios (Mac Version)
PC,4041377402482,0.01,830,0.10,0.01,/product_images/Juegos/PC Juegos/4041377402482_s.jpg,Call of Duty 2 (Mac)
PC,4041377501451,0.10,830,0.50,0.01,/product_images/Juegos/PC Juegos/4041377501451_s.jpg,Kelly Slater Pro Surfer
PC,4041377501949,0.10,830,0.50,0.01,/product_images/Juegos/PC Juegos/4041377501949_s.jpg,Pitfall - The Lost Expedition
PC,4041377501987,0.10,830,0.50,0.01,/product_images/Juegos/PC Juegos/4041377501987_s.jpg,Mtx Mototrax 2cd
PC,4041377701493,0.10,830,0.50,0.01,/product_images/Juegos/PC Juegos/4041377701493_s.jpg,Tony Hawk's Pro Skater 4
PC,4041377701769,0.10,830,0.50,0.01,/product_images/Juegos/PC Juegos/4041377701769_s.jpg,Wakeboarding Unleashed feat Shaun Murray
PC,4041417690343,5.00,830,15.00,3.00,/product_images/Juegos/PC Juegos/4041417690343_s.jpg,Bus Simulator 16
PC,4250230210243,0.30,830,1.00,0.10,/product_images/Juegos/PC Juegos/4250230210243_s.jpg,Dream Pinball 3D
PC,4250230210373,1.40,830,4.00,0.80,/product_images/Juegos/PC Juegos/4250230210373_s.jpg,NyxQuest: Kindred Spirits
PC,4250230214142,0.10,830,0.50,0.01,/product_images/Juegos/PC Juegos/4250230214142_s.jpg,"Two Worlds 2, II"
PC,4250230290139,1.80,830,5.00,1.00,/product_images/Juegos/PC Juegos/4250230290139_s.jpg,Two Worlds II Premium Edition
PC,4260086010072,0.10,830,0.50,0.01,/product_images/Juegos/PC Juegos/4260086010072_s.jpg,GT Legends
PC,4260089411609,0.60,830,2.00,0.30,/product_images/Juegos/PC Juegos/4260089411609_s.jpg,Imperium Romanum Gold Edition
PC,4260089411937,2.00,830,8.00,1.60,/product_images/Juegos/PC Juegos/4260089411937_s.jpg,Fallout Trilogy
PC,4260089412538,0.01,830,0.25,0.01,/product_images/Juegos/PC Juegos/4260089412538_s.jpg,Dawn Of Magic 2
PC,4260089412712,0.60,830,2.00,0.30,/product_images/Juegos/PC Juegos/4260089412712_s.jpg,First Templar
PC,4260089413313,0.10,830,0.50,0.01,/product_images/Juegos/PC Juegos/4260089413313_s.jpg,Race on
PC,4260089414679,1.40,830,4.00,0.80,/product_images/Juegos/PC Juegos/4260089414679_s.jpg,Hard Reset
PC,4260089414860,2.00,830,8.00,1.60,/product_images/Juegos/PC Juegos/4260089414860_s.jpg,Port Royale 3 (P)
PC,4260089415065,3.00,830,10.00,2.00,/product_images/Juegos/PC Juegos/4260089415065_s.jpg,Hegemony Gold - Wars of Ancient Greece
PC,4260089415553,3.00,830,10.00,2.00,/product_images/Juegos/PC Juegos/4260089415553_s.jpg,Sins of a Solar Empire: Rebellion (P)
PC,4260089416222,1.40,830,4.00,0.80,/product_images/Juegos/PC Juegos/4260089416222_s.jpg,Tropico 5 (SN)
PC,4260089416352,0.01,830,0.25,0.01,/product_images/Juegos/PC Juegos/4260089416352_s.jpg,Rise of Venice - Gold edtion (P)
PC,4260089416598,0.10,830,0.50,0.01,/product_images/Juegos/PC Juegos/4260089416598_s.jpg,Wings Remastered Edition (P)
PC,4260095170507,0.30,830,1.00,0.10,/product_images/Juegos/PC Juegos/4260095170507_s.jpg,Hired Guns: Jagged Edge
PC,4260095170545,0.70,830,2.50,0.30,/product_images/Juegos/PC Juegos/4260095170545_s.jpg,W.War II Officers Operation Overlord
PC,4260095170552,0.40,830,1.50,0.20,/product_images/Juegos/PC Juegos/4260095170552_s.jpg,Treasure Island
PC,4260095171740,6.00,830,18.00,3.00,/product_images/Juegos/PC Juegos/4260095171740_s.jpg,Arma 3 (P)
PC,4260095172136,0.90,830,3.00,0.40,/product_images/Juegos/PC Juegos/4260095172136_s.jpg,Chivalry: Medieval Warfare (P)
PC,4260133810020,0.10,830,0.50,0.01,/product_images/Juegos/PC Juegos/4260133810020_s.jpg,Playmobil - Fortaleza del Dragon
PC,4260176170143,0.10,830,0.50,0.01,/product_images/Juegos/PC Juegos/4260176170143_s.jpg,Winter Sports The Next Challenge 2009
PC,4260231340443,2.00,830,6.00,1.20,/product_images/Juegos/PC Juegos/4260231340443_s.jpg,Jagged Alliance : Back In Action (P)
PC,4260231341228,0.10,830,0.50,0.01,/product_images/Juegos/PC Juegos/4260231341228_s.jpg,Air Conflicts Vietnam
PC,4260231341235,1.50,830,5.00,0.70,/product_images/Juegos/PC Juegos/4260231341235_s.jpg,Citadels
PC,4260231341242,1.00,830,3.50,0.50,/product_images/Juegos/PC Juegos/4260231341242_s.jpg,Adventure Park
PC,4260231341570,6.00,830,18.00,3.00,/product_images/Juegos/PC Juegos/4260231341570_s.jpg,Shadows: Heretic Kingdoms C.E (P)
PC,4260243910023,3.00,830,10.00,2.00,/product_images/Juegos/PC Juegos/4260243910023_s.jpg,IHF Handball Challenge 12
PC,44702010431,0.40,830,1.50,0.20,/product_images/Juegos/PC Juegos/44702010431_s.jpg,Cars 2
PC,4601546015167,0.10,830,0.50,0.01,/product_images/Juegos/PC Juegos/4601546015167_s.jpg,Ski Park Manager
PC,4779026380125,0.10,830,0.50,0.01,/product_images/Juegos/PC Juegos/4779026380125_s.jpg,Falling Stars
PC,4974365850586,0.01,830,0.10,0.01,/product_images/Juegos/PC Juegos/4974365850586_s.jpg,Virtua Fighter 2
PC,5013156710919,0.01,830,0.10,0.01,/product_images/Juegos/PC Juegos/5013156710919_s.jpg,F22 Air Dominance Fighter
PC,5015103110711,0.30,830,1.00,0.10,/product_images/Juegos/PC Juegos/5015103110711_s.jpg,Lord Of The Rings The Return
PC,5015352131185,0.10,830,0.50,0.01,/product_images/Juegos/PC Juegos/5015352131185_s.jpg,Master of Magic
PC,5016488107433,0.01,830,0.25,0.01,/product_images/Juegos/PC Juegos/5016488107433_s.jpg,Beauty & The Beast
PC,5016488110754,0.10,830,0.50,0.01,/product_images/Juegos/PC Juegos/5016488110754_s.jpg,Disney's Monsters Inc Vol.2
PC,5016488112154,0.10,830,0.50,0.01,/product_images/Juegos/PC Juegos/5016488112154_s.jpg,X2: The Threat
PC,5016488113922,12.00,830,20.00,9.00,/product_images/Juegos/PC Juegos/5016488113922_s.jpg,Jurassic Park: Operation Genesis
PC,5016488116992,1.40,830,4.00,0.80,/product_images/Juegos/PC Juegos/5016488116992_s.jpg,Jurassic Realm
PC,5016488118156,0.10,830,0.50,0.01,/product_images/Juegos/PC Juegos/5016488118156_s.jpg,Mahjong Quest 2
PC,5016488119443,0.60,830,2.00,0.30,/product_images/Juegos/PC Juegos/5016488119443_s.jpg,Mystery Stories
PC,5016488119955,0.60,830,2.00,0.30,/product_images/Juegos/PC Juegos/5016488119955_s.jpg,Hidden Mysteries: The White House
PC,5016488120524,1.00,830,3.00,0.60,/product_images/Juegos/PC Juegos/5016488120524_s.jpg,Luxor Adventures
PC,5016488120531,1.00,830,3.00,0.60,/product_images/Juegos/PC Juegos/5016488120531_s.jpg,Trapped - The Abduction
PC,5016488121057,1.40,830,4.00,0.80,/product_images/Juegos/PC Juegos/5016488121057_s.jpg,Hidden Mystery Triple Pack
PC,5016488121392,0.60,830,2.00,0.30,/product_images/Juegos/PC Juegos/5016488121392_s.jpg,Witchs Curse CE
PC,5016488122153,0.60,830,2.00,0.30,/product_images/Juegos/PC Juegos/5016488122153_s.jpg,Salem Secrets
PC,5016488124065,0.30,830,1.00,0.10,/product_images/Juegos/PC Juegos/5016488124065_s.jpg,Sacra Terra: Angelic Night
PC,5017783012309,0.01,830,0.10,0.01,/product_images/Juegos/PC Juegos/5017783012309_s.jpg,Ford Racing 2
PC,5017783013450,2.00,830,7.00,1.40,/product_images/Juegos/PC Juegos/5017783013450_s.jpg,"Warrior Kings, The Saga"
PC,5017783014051,0.60,830,2.00,0.30,/product_images/Juegos/PC Juegos/5017783014051_s.jpg,Space Invaders Anniversary
PC,5017783016567,0.70,830,2.50,0.30,/product_images/Juegos/PC Juegos/5017783016567_s.jpg,Ford racing 3
PC,5017783017151,0.01,830,0.25,0.01,/product_images/Juegos/PC Juegos/5017783017151_s.jpg,Total Immersion Racing
PC,5017783021516,0.01,830,0.25,0.01,/product_images/Juegos/PC Juegos/5017783021516_s.jpg,Jacked
PC,5017783021714,0.10,830,0.50,0.01,/product_images/Juegos/PC Juegos/5017783021714_s.jpg,"Sudoku Challenge, The"
PC,5017783023992,0.60,830,2.00,0.30,/product_images/Juegos/PC Juegos/5017783023992_s.jpg,Wings Over Europe
PC,5017783024647,0.10,830,0.50,0.01,/product_images/Juegos/PC Juegos/5017783024647_s.jpg,Wild Earth: Africa
PC,5017783024715,0.30,830,1.00,0.10,/product_images/Juegos/PC Juegos/5017783024715_s.jpg,Space Empires V
PC,5017783025200,0.10,830,0.50,0.01,/product_images/Juegos/PC Juegos/5017783025200_s.jpg,The Shield: The Game
PC,5017783025538,0.01,830,0.25,0.01,/product_images/Juegos/PC Juegos/5017783025538_s.jpg,Desafio Ecuestre
PC,5017783026580,0.01,830,0.10,0.01,/product_images/Juegos/PC Juegos/5017783026580_s.jpg,Off Road
PC,5017783552386,0.10,830,0.50,0.01,/product_images/Juegos/PC Juegos/5017783552386_s.jpg,Sheep
PC,5017783553994,0.01,830,0.25,0.01,/product_images/Juegos/PC Juegos/5017783553994_s.jpg,Sega Touring Car Championship
PC,5017783554021,0.01,830,0.10,0.01,/product_images/Juegos/PC Juegos/5017783554021_s.jpg,Last Bronx
PC,5017783555004,0.10,830,0.50,0.01,/product_images/Juegos/PC Juegos/5017783555004_s.jpg,Extreme Sports
PC,5017783555325,0.10,830,0.50,0.01,/product_images/Juegos/PC Juegos/5017783555325_s.jpg,Hormigaz Extreme Racing
PC,5017783556131,0.01,830,0.25,0.01,/product_images/Juegos/PC Juegos/5017783556131_s.jpg,Bust-A-Move 3 DX
PC,5017783556889,0.10,830,0.50,0.01,/product_images/Juegos/PC Juegos/5017783556889_s.jpg,Dance 5
PC,5017783556971,0.01,830,0.25,0.01,/product_images/Juegos/PC Juegos/5017783556971_s.jpg,Total Immersion Racing
PC,5017783557954,0.01,830,0.25,0.01,/product_images/Juegos/PC Juegos/5017783557954_s.jpg,Civilization Call to Power
PC,5017783557961,0.30,830,1.00,0.10,/product_images/Juegos/PC Juegos/5017783557961_s.jpg,Wizards & Warriors
PC,5017783558005,0.40,830,1.50,0.20,/product_images/Juegos/PC Juegos/5017783558005_s.jpg,Sonic 3D & Sonic R
PC,5018766997576,0.01,830,0.25,0.01,/product_images/Juegos/PC Juegos/5018766997576_s.jpg,Wars & Warriors - Joan of Arc
PC,5021290021822,0.40,830,1.50,0.20,/product_images/Juegos/PC Juegos/5021290021822_s.jpg,La Gran Evasion
PC,5021290023000,1.40,830,4.00,0.80,/product_images/Juegos/PC Juegos/5021290023000_s.jpg,Conflict Vietnam
PC,5021290023796,0.30,830,1.00,0.10,/product_images/Juegos/PC Juegos/5021290023796_s.jpg,Constantine
PC,5021290025356,0.30,830,1.00,0.10,/product_images/Juegos/PC Juegos/5021290025356_s.jpg,Rogue Trooper
PC,5021290025530,0.30,830,1.00,0.10,/product_images/Juegos/PC Juegos/5021290025530_s.jpg,Reservoir Dogs (SN)
PC,5021290026193,0.10,830,0.50,0.01,/product_images/Juegos/PC Juegos/5021290026193_s.jpg,Championship Manager 2006
PC,5021290027756,0.10,830,0.50,0.01,/product_images/Juegos/PC Juegos/5021290027756_s.jpg,Championship Manager 2007
PC,5021290031135,1.80,830,5.00,1.00,/product_images/Juegos/PC Juegos/5021290031135_s.jpg,Hitman Colection (3DVD)
PC,5021290032057,0.01,830,0.25,0.01,/product_images/Juegos/PC Juegos/5021290032057_s.jpg,Championship Manager 2008
PC,5021290032545,0.01,830,0.10,0.01,/product_images/Juegos/PC Juegos/5021290032545_s.jpg,Alvin Y Las Ardillas
PC,5021290036710,0.90,830,3.00,0.40,/product_images/Juegos/PC Juegos/5021290036710_s.jpg,ShellShock 2
PC,5021290037120,2.00,830,8.00,1.60,/product_images/Juegos/PC Juegos/5021290037120_s.jpg,Battlestation Pacific
PC,5021290037175,2.00,830,8.00,1.60,/product_images/Juegos/PC Juegos/5021290037175_s.jpg,Batmand Arkahm Asylum (P)
PC,5021290037502,1.50,830,5.00,0.70,/product_images/Juegos/PC Juegos/5021290037502_s.jpg,Pony Friends 2
PC,5021290037991,0.10,830,0.50,0.01,/product_images/Juegos/PC Juegos/5021290037991_s.jpg,Mini Ninjas
PC,5021290038325,1.80,830,5.00,1.00,/product_images/Juegos/PC Juegos/5021290038325_s.jpg,(P) Just Cause 2
PC,5021290038554,0.70,830,2.50,0.30,/product_images/Juegos/PC Juegos/5021290038554_s.jpg,Kane & Lynch 2: Dog Days (P)
PC,5021290042278,4.00,830,12.00,2.00,/product_images/Juegos/PC Juegos/5021290042278_s.jpg,Deus Ex: Human Revolution (P)
PC,5021290048737,2.00,830,6.00,1.20,/product_images/Juegos/PC Juegos/5021290048737_s.jpg,Tomb Raider 2013 (P)
PC,5021290048942,2.00,830,8.00,1.60,/product_images/Juegos/PC Juegos/5021290048942_s.jpg,Hitman Absolution (P)
PC,5021290050822,2.00,830,6.00,1.20,/product_images/Juegos/PC Juegos/5021290050822_s.jpg,Sleeping Dogs (P)
PC,5021290051614,1.40,830,4.00,0.80,/product_images/Juegos/PC Juegos/5021290051614_s.jpg,Hitman: Absolution - Professional Ed.(P)
PC,50212900522607,0.30,830,1.00,0.10,/product_images/Juegos/PC Juegos/50212900522607_s.jpg,Rise Of Venice (P)
PC,5021290052291,0.40,830,1.50,0.20,/product_images/Juegos/PC Juegos/5021290052291_s.jpg,Sleeping Dogs Edicin Limitada (P)
PC,5021290053847,6.00,830,18.00,3.00,/product_images/Juegos/PC Juegos/5021290053847_s.jpg,Final Fantasy XIV-Realm Reborn (P) CE
PC,5021290055339,7.00,830,12.00,5.00,/product_images/Juegos/PC Juegos/5021290055339_s.jpg,Tomb Raider Survival Edition (P) 2013
PC,5021290056312,2.00,830,6.00,1.20,/product_images/Juegos/PC Juegos/5021290056312_s.jpg,Final Fantasy XIV-Realm Reborn (P)
PC,5021290059979,2.00,830,6.00,1.20,/product_images/Juegos/PC Juegos/5021290059979_s.jpg,MegaHits Quadrilogy: Tomb Raider
