precio_compra,precio_venta,img_caratula,precio_intercambio,sku,categoria_id,titulo,categoria_str
0.01,0.25,/product_images/defimg2_s.jpg,0.01,8717418297220,830,Disney Enredados,PC
0.30,2.00,/product_images/defimg2_s.jpg,0.60,8717418297237,830,Tron Evolution,PC
1.20,6.00,/product_images/defimg1_s.jpg,2.00,8717418335069,830,Disney Universe,PC
0.40,2.00,/product_images/defimg3_s.jpg,0.70,8717545400333,830,World Racing 2,PC
0.20,1.50,/product_images/defimg3_s.jpg,0.40,8717545400692,830,Gene Troopers,PC
0.20,1.50,/product_images/defimg3_s.jpg,0.40,8717545401101,830,Age of Pirates Caribbean Tales,PC
1.00,5.00,/product_images/defimg5_s.jpg,1.80,8717545401330,830,Evil Days of Luckless John,PC
0.70,3.50,/product_images/Juegos/PC Juegos/8717545401392_s.jpg,1.20,8717545401392,830,Obscure II,PC
0.40,3.00,/product_images/defimg4_s.jpg,0.90,8717545402108,830,Dimensity,PC
0.01,0.25,/product_images/defimg4_s.jpg,0.01,8717545402276,830,Age Of Pirates: City Of Abandoned Ships,PC
0.80,4.00,/product_images/defimg5_s.jpg,1.40,8717646205875,830,Upper Deck World of Warcraft Onyxias Lair,PC
0.50,3.50,/product_images/defimg3_s.jpg,1.00,8717662270062,830,Keepsake,PC
0.01,0.25,/product_images/defimg1_s.jpg,0.01,8717662270130,830,War World III Tactical Combat (SN),PC
0.80,3.50,/product_images/defimg2_s.jpg,1.30,8717662270284,830,Barrow Hill,PC
0.01,0.50,/product_images/defimg2_s.jpg,0.10,8717662270369,830,Delaware St John 3,PC
0.40,3.00,/product_images/defimg4_s.jpg,0.90,8717662270406,830,Ship Simulator 2006 (Gold Edition),PC
0.20,1.50,/product_images/defimg1_s.jpg,0.40,8717662270512,830,Ship Simulator 2008,PC
0.80,4.00,/product_images/defimg1_s.jpg,1.40,8717662270628,830,Lost Crown (P),PC
2.00,12.00,/product_images/defimg1_s.jpg,4.00,8718144470093,830,Dark Fall: Lost Souls (P),PC
1.20,6.00,/product_images/defimg4_s.jpg,2.00,8718144470215,830,Dracula Trilogy,PC
0.30,1.50,/product_images/defimg5_s.jpg,0.50,8718144470635,830,Killing Floor (P),PC
1.60,8.00,/product_images/defimg1_s.jpg,2.00,8718144470949,830,Starpoint Gemini,PC
0.80,4.00,/product_images/defimg4_s.jpg,1.40,8718144471113,830,Armada 2526 Gold Edition,PC
0.40,2.00,/product_images/defimg5_s.jpg,0.70,8718591181504,830,Giana Sisters: Twisted Dreams (P),PC
0.40,3.00,/product_images/defimg2_s.jpg,0.90,8718591181658,830,Tower Of Guns,PC
2.00,10.00,/product_images/defimg1_s.jpg,3.00,8718591182037,830,Ether One (P),PC
2.00,12.00,/product_images/defimg3_s.jpg,4.00,8718801260197,830,Sid Meier's Civilization III & IV,PC
4.00,22.00,/product_images/defimg3_s.jpg,7.00,8809186260060,830,Dj Max Trilogy Over the Maximum,PC
1.40,7.00,/product_images/defimg1_s.jpg,2.00,882224042833,830,Fable The Lost Chapters (SN) 4CD,PC
0.10,1.00,/product_images/defimg4_s.jpg,0.30,882224055390,830,Zoo Tycon 2 Endangeres Species (Exp),PC
0.90,4.50,/product_images/defimg4_s.jpg,1.60,882224136853,830,Rise of Nations: Rise of Legends (SN) 4CD,PC
3.00,15.00,/product_images/defimg5_s.jpg,5.00,882224257909,830,Microsoft Flight Simulator X,PC
0.10,1.00,/product_images/defimg4_s.jpg,0.30,882224477093,830,Shadowrun,PC
2.00,10.00,/product_images/defimg1_s.jpg,3.00,882224477116,830,Halo 2 (P),PC
2.00,12.00,/product_images/defimg3_s.jpg,4.00,882224531122,830,Age of Empires III Gold (Juego + Exp.),PC
1.40,7.00,/product_images/defimg4_s.jpg,2.00,882224531382,830,Age of Empires III: The Asian Dynasties,PC
2.00,12.00,/product_images/defimg3_s.jpg,4.00,882224532051,830,Gears of War (P),PC
0.20,1.50,/product_images/defimg4_s.jpg,0.40,882224560542,830,Viva Pinata (SN),PC
0.60,4.00,/product_images/defimg5_s.jpg,1.20,882224717342,830,Zoo Tycoon 2 Ultimate Collection,PC
13.00,30.00,/product_images/defimg1_s.jpg,18.00,882224749503,830,Flight Simulator X (Gold Edition),PC
0.01,0.25,/product_images/defimg4_s.jpg,0.01,88437004214041,830,Space Hack La Ultima Biosfera,PC
0.40,2.00,/product_images/defimg4_s.jpg,0.70,892935001272,830,Polly Pride Pet Detective,PC
1.60,8.00,/product_images/defimg2_s.jpg,2.00,895678002001,830,Stalker: Clear Sky,PC
0.30,1.50,/product_images/defimg5_s.jpg,0.50,9006113000273,830,American Racing games,PC
0.40,2.00,/product_images/defimg1_s.jpg,0.70,9006113000570,830,Guild 2: Pirates of The Sea,PC
2.00,10.00,/product_images/defimg3_s.jpg,3.00,9006113001119,830,Panzer Elite Collection,PC
1.20,6.00,/product_images/defimg4_s.jpg,2.00,9006113001317,830,Alan Wake - Special Edition,PC
3.00,18.00,/product_images/defimg3_s.jpg,6.00,9006113001386,830,Alan Wake -Ed. Deluxe (P),PC
0.80,4.00,/product_images/defimg5_s.jpg,1.40,9006113002123,830,Paintkiller Hell & Damnation - Edición C,PC
1.60,7.00,/product_images/defimg3_s.jpg,2.00,9006113002888,830,Deadfall Adventures Edicion Coleccionista (P),PC
0.10,1.00,/product_images/Juegos/PC Juegos/9006113003151_s.jpg,0.30,9006113003151,830,Raven: Legacy Of A Master Thief,PC
0.20,1.50,/product_images/defimg4_s.jpg,0.40,9006113007210,830,Planetary Annihilation (SN),PC
6.00,14.00,/product_images/defimg5_s.jpg,8.00,9006113007517,830,The Vanishing of Ethan Carter (P),PC
3.00,15.00,/product_images/defimg3_s.jpg,5.00,9006113008002,830,Broken Age (P),PC
9.00,20.00,/product_images/defimg3_s.jpg,12.00,9006113009290,830,Quantum Break - Timeless C.E (P) 7 Disc,PC
0.01,0.10,/product_images/defimg5_s.jpg,0.01,9006113010081,830,Thandor The Invasion,PC
0.01,0.10,/product_images/defimg1_s.jpg,0.01,9006113065050,830,Zax The Alien Hunter,PC
0.20,1.50,/product_images/defimg2_s.jpg,0.40,9006113085065,830,Gothic 2 (3 CDS),PC
0.10,1.00,/product_images/defimg5_s.jpg,0.30,9006113089025,830,Europa 1400 - The Guild,PC
0.20,1.50,/product_images/defimg5_s.jpg,0.40,9006113095156,830,Spellforce The Breath Of Winter Expansio,PC
0.30,2.50,/product_images/defimg3_s.jpg,0.70,9006113095446,830,SpellForce Gold Edition (SN) DVD,PC
0.10,0.75,/product_images/defimg5_s.jpg,0.20,9006113095538,830,Spellforce - Shadow of the Phoenix,PC
0.10,0.75,/product_images/defimg4_s.jpg,0.20,9006113119135,830,Transport Giant - Down Under,PC
0.01,0.25,/product_images/defimg3_s.jpg,0.01,9006113121046,830,Yetisports Deluxe,PC
0.10,1.00,/product_images/defimg1_s.jpg,0.30,9006113121220,830,Yeti Sports World Tour,PC
0.01,0.10,/product_images/defimg3_s.jpg,0.01,9006113121435,830,Yetisports Artic adventures,PC
0.10,1.00,/product_images/defimg5_s.jpg,0.30,9006113123040,830,Kao The Kangaroo Round 2,PC
0.01,0.10,/product_images/defimg2_s.jpg,0.01,9006113124030,830,Ski Racing 2005,PC
0.01,0.50,/product_images/defimg4_s.jpg,0.10,9006113125013,830,Ice Hockey Club Manager 2005,PC
0.60,4.00,/product_images/defimg5_s.jpg,1.20,9006113133414,830,Gothic III/3 (Ed Diamante),PC
0.30,2.50,/product_images/defimg5_s.jpg,0.70,9006113133629,830,Gothic III/3 (Gold Ed),PC
0.10,1.00,/product_images/defimg4_s.jpg,0.30,9006113135029,830,Ski Racing 2006,PC
0.70,3.50,/product_images/defimg1_s.jpg,1.20,9006113138013,830,Guild 2: Experience Medieval Life,PC
0.80,4.00,/product_images/defimg5_s.jpg,1.40,9006113138228,830,Guild 2: Pirates Of The European Seas,PC
0.30,1.50,/product_images/defimg1_s.jpg,0.50,9006113138402,830,Guild 2: Venice,PC
0.50,3.50,/product_images/defimg1_s.jpg,1.00,9006113138747,830,Guild 2: Renaissance,PC
0.40,3.00,/product_images/defimg1_s.jpg,0.90,9006113139119,830,Freakout - Extreme Freeride,PC
0.10,0.75,/product_images/defimg5_s.jpg,0.20,9006113140047,830,"Mark, The",PC
0.30,2.50,/product_images/defimg5_s.jpg,0.70,9006113147046,830,Dawnspire,PC
0.30,2.50,/product_images/defimg3_s.jpg,0.70,9006113148548,830,Dead Reefs,PC
0.30,2.00,/product_images/defimg4_s.jpg,0.60,9006113149002,830,SpaceForce - Rogue Universe,PC
1.20,5.00,/product_images/defimg1_s.jpg,1.90,9006113150046,830,Agatha Christie: Maldad Bajo el Sol,PC
0.10,1.00,/product_images/defimg3_s.jpg,0.30,9006113150343,830,Painkiller Expansion Overdose,PC
0.80,4.00,/product_images/defimg3_s.jpg,1.40,9006113150718,830,Painkiller Universe,PC
0.60,2.50,/product_images/defimg4_s.jpg,0.90,9006113150947,830,Agatha Christie: Mysteries,PC
0.01,0.25,/product_images/defimg4_s.jpg,0.01,9006113155522,830,Action Game Pack Vol. 1,PC
0.50,3.50,/product_images/defimg2_s.jpg,1.00,9006113156147,830,Spellforce Universe,PC
0.30,2.00,/product_images/defimg3_s.jpg,0.60,9006113156246,830,The Guild Universe,PC
0.01,0.50,/product_images/defimg5_s.jpg,0.10,9006113158042,830,Aquadelic GT,PC
0.30,2.00,/product_images/defimg3_s.jpg,0.60,9006113173045,830,Arcania: Gothic 4 (P),PC
3.00,15.00,/product_images/defimg3_s.jpg,5.00,9006113173342,830,Acania: Gothic 4 CE (P),PC
0.20,1.00,/product_images/defimg2_s.jpg,0.30,9006113175001,830,Conviertete En Ninera,PC
1.00,5.00,/product_images/defimg3_s.jpg,1.80,9006113175605,830,"Paradiso de los Perros, El",PC
0.30,2.50,/product_images/defimg5_s.jpg,0.70,9006113181040,830,Los Casos Perdidos De Sherlock Holmes.,PC
0.60,4.00,/product_images/defimg4_s.jpg,1.20,9006113189237,830,Painkiller Pandemonium,PC
0.60,4.00,/product_images/defimg1_s.jpg,1.20,9006392000247,830,FS Global 2005,PC
1.40,6.00,/product_images/defimg1_s.jpg,2.00,9006392000315,830,Pilot's FS Global 2008 (4DVD),PC
0.10,0.75,/product_images/defimg5_s.jpg,0.20,902077300,830,America,PC
0.01,0.10,/product_images/defimg4_s.jpg,0.01,9330253000030,830,Fury,PC
0.40,2.00,/product_images/defimg4_s.jpg,0.70,9783828761223,830,Bomber Reloaded,PC
1.20,6.00,/product_images/defimg5_s.jpg,2.00,9783828774049,830,PC Aquarium,PC
0.70,5.00,/product_images/defimg1_s.jpg,1.50,9783828774315,830,Ankh Una Aventura Egipcia,PC
0.30,2.00,/product_images/defimg3_s.jpg,0.60,978382877438,830,Ankh: El Corazon de Osiris,PC
0.01,0.25,/product_images/defimg2_s.jpg,0.01,9783828774391,830,Ankh: La Batalla de los Dioses,PC
0.30,2.00,/product_images/defimg2_s.jpg,0.60,9783828774551,830,Mi Refugio para Animales,PC
0.01,0.10,/product_images/defimg2_s.jpg,0.01,9788439590699,830,Virtua Cop 2,PC
0.20,1.50,/product_images/defimg3_s.jpg,0.40,9788439590705,830,Virtua Fighter,PC
0.20,1.50,/product_images/defimg2_s.jpg,0.40,9788439590729,830,Sonic R,PC
0.01,0.10,/product_images/defimg3_s.jpg,0.01,9788439590743,830,Sega Worldwide Soccer,PC
0.10,0.75,/product_images/defimg2_s.jpg,0.20,9788439593041,830,Estudio Grafico la Sirenita,PC
0.10,1.00,/product_images/defimg5_s.jpg,0.30,9788439593058,830,Hercules,PC
0.01,0.25,/product_images/defimg3_s.jpg,0.01,9788439593,830,"Jorobado De Notredame, El",PC
0.40,2.00,/product_images/defimg2_s.jpg,0.70,9788441505261,830,Trampolin Quinto Curso,PC
0.30,2.00,/product_images/defimg3_s.jpg,0.60,9788495204530,830,Merli El Cami Del Druida,PC
1.20,6.00,/product_images/defimg4_s.jpg,2.00,9788495381965,830,Ingles Con Los Lunnis,PC
0.40,2.00,/product_images/defimg4_s.jpg,0.70,9788495862945,830,Year Dead,PC
0.10,1.00,/product_images/defimg1_s.jpg,0.30,9788495875068,830,Ajedrez Curso Y Juego,PC
0.01,0.10,/product_images/defimg4_s.jpg,0.01,9788495875990,830,Shadows Hunter,PC
0.01,0.25,/product_images/defimg3_s.jpg,0.01,9788496392014,830,"Temple Perdut, El",PC
2.00,12.00,/product_images/defimg1_s.jpg,4.00,9788863550900,830,Machinarium,PC
0.30,2.00,/product_images/defimg4_s.jpg,0.60,008888682615,830,Brothers In Arms Earned In Blood,PC
2.00,10.00,/product_images/defimg1_s.jpg,3.00,013132223193,830,Stronghold: Collection (2010),PC
0.80,4.00,/product_images/defimg4_s.jpg,1.40,014633147407,830,Sim City 4 Deluxe Edition,PC
2.00,12.00,/product_images/defimg2_s.jpg,4.00,014633151848,830,"Battlefield 1942, Complete Collection",PC
0.80,4.00,/product_images/defimg2_s.jpg,1.40,014633153057,830,Ultima Online 9th Anniversary Collection,PC
0.10,1.00,/product_images/defimg4_s.jpg,0.30,014633194784,830,Create,PC
0.30,2.50,/product_images/defimg1_s.jpg,0.70,014633195798,830,"Sims 3, Town Life Stuff (SN)",PC
0.80,4.00,/product_images/defimg5_s.jpg,1.40,014633197976,830,Sims 3: Hidden Springs (P),PC
5.00,25.00,/product_images/defimg2_s.jpg,9.00,014633731378,830,Sims 3: Starter Pack,PC
0.30,2.00,/product_images/defimg2_s.jpg,0.60,023272001148,830,Secret Weapons Over Normandy,PC
0.20,1.50,/product_images/Juegos/PC Juegos/023272001322_s.jpg,0.40,023272001322,830,Armed & Dangerous,PC
1.90,8.00,/product_images/defimg3_s.jpg,3.00,023272002091,830,The Curse of Monkey Island (2CD),PC
0.90,6.00,/product_images/defimg3_s.jpg,1.80,023272002268,830,Full Throttle,PC
1.40,6.00,/product_images/defimg1_s.jpg,2.00,023272002282,830,"Dig, The",PC
4.00,20.00,/product_images/defimg1_s.jpg,7.00,023272003364,830,Star Wars Best Of PC,PC
0.60,4.00,/product_images/defimg5_s.jpg,1.20,023272003982,830,Sam & Max Hit The Road,PC
0.01,0.25,/product_images/defimg1_s.jpg,0.01,023272004781,830,Thrillville 2,PC
0.20,1.50,/product_images/defimg3_s.jpg,0.40,023272005191,830,Outlaws,PC
2.00,10.00,/product_images/defimg2_s.jpg,3.00,023272010348,830,Star Wars: Force Unleashed II/2 *No DLC*,PC
1.60,8.00,/product_images/defimg5_s.jpg,2.00,023272010386,830,"Star Wars Poder De La Fuerza II, 2*SinDL",PC
0.80,4.00,/product_images/defimg2_s.jpg,1.40,023272026442,830,Fallout 3 the Pet and Operation Anchorage,PC
0.01,0.50,/product_images/Juegos/PC Juegos/023272326104_s.jpg,0.10,023272326104,830,Star Wars: Knights of the Old Republic II - Sith Lords,PC
0.20,1.50,/product_images/defimg1_s.jpg,0.40,023272712143,830,Star Wars Galaxies - Jump to Lightspeed,PC
3.00,15.00,/product_images/defimg1_s.jpg,5.00,023272854102,830,Star Wars: Empire at War,PC
0.01,0.10,/product_images/defimg4_s.jpg,0.01,023272998790,830,Star Wars Galactic Battlegrounds Expansi,PC
0.20,1.50,/product_images/defimg3_s.jpg,0.40,024294129469,830,Lego Creator,PC
0.01,0.25,/product_images/defimg1_s.jpg,0.01,047875322219,830,Tony Hawks Pro Skater 3,PC
0.30,2.50,/product_images/defimg4_s.jpg,0.70,059699720805,830,Duke Nukem 3D,PC
0.30,2.50,/product_images/defimg4_s.jpg,0.70,07210231284,830,Heroes Of Might & Magic V Hammer Of Fate,PC
0.30,1.50,/product_images/defimg5_s.jpg,0.50,092939190068,830,Ultimate Dinosaur Collection,PC
0.40,2.00,/product_images/defimg4_s.jpg,0.70,092939600192,830,Space Arcade Collection,PC
0.10,1.00,/product_images/defimg4_s.jpg,0.30,092939601205,830,Cruncher In Mazeland,PC
0.10,1.00,/product_images/defimg2_s.jpg,0.30,092939603346,830,Drop!,PC
0.01,0.50,/product_images/defimg1_s.jpg,0.10,093007897285,830,Motocross Madness,PC
2.00,12.00,/product_images/Juegos/PC Juegos/093155119642_s.jpg,4.00,093155119642,830,Dishonored (P),PC
1.60,8.00,/product_images/defimg3_s.jpg,2.00,093155119956,830,Doom 3 - BFG Edition (18) (P),PC
0.20,1.50,/product_images/Juegos/PC Juegos/093155122598_s.jpg,0.40,093155122598,830,Rogue Warrior,PC
3.00,15.00,/product_images/defimg3_s.jpg,5.00,093155123359,830,Fallout 3 (18) + Figurine,PC
0.01,0.50,/product_images/Juegos/PC Juegos/093155124721_s.jpg,0.10,093155124721,830,Brink (P),PC
2.00,14.00,/product_images/Juegos/PC Juegos/093155125124_s.jpg,5.00,093155125124,830,Fallout New Vegas (P),PC
2.00,12.00,/product_images/defimg4_s.jpg,4.00,093155125667,830,Fallout 3,PC
0.60,4.50,/product_images/Juegos/PC Juegos/093155126473_s.jpg,1.30,093155126473,830,Fallout 3: Operation Anchorage & The Pit,PC
9.00,22.00,/product_images/defimg4_s.jpg,13.00,093155140271,830,Fallout New Vegas CE (P),PC
0.50,1.50,/product_images/Juegos/PC Juegos/093155140639_s.jpg,0.70,093155140639,830,Hunted: The Demons Forge (P),PC
1.90,8.00,/product_images/Juegos/PC Juegos/093155141599_s.jpg,3.00,093155141599,830,Elder Scrolls V: Skyrim (P),PC
2.00,12.00,/product_images/defimg1_s.jpg,4.00,093155142145,830,"Fallout: New Vegas, Ultimate Ed. (P)",PC
1.40,6.00,/product_images/Juegos/PC Juegos/093155143302_s.jpg,2.00,093155143302,830,Rage (P) Anarchy Edition,PC
3.00,15.00,/product_images/defimg1_s.jpg,5.00,093155148130,830,Elder Scrolls V: Skyrim Legendary Ed (P),PC
1.60,7.00,/product_images/Juegos/PC Juegos/093155148246_s.jpg,2.00,093155148246,830,"Evil Within, The (P)",PC
2.00,10.00,/product_images/Juegos/PC Juegos/093155148598_s.jpg,3.00,093155148598,830,Wolfenstein: The New Order (P),PC
13.00,30.00,/product_images/defimg2_s.jpg,18.00,093155148901,830,Elders Scrolls Anthology (P),PC
0.01,0.10,/product_images/defimg5_s.jpg,0.01,213213,830,Dragons Lair 2,PC
2.00,12.00,/product_images/Juegos/PC Juegos/23272011123_s.jpg,4.00,23272011123,830,Monkey Island Special Edition Collection,PC
0.30,2.00,/product_images/defimg2_s.jpg,0.60,2395000003082,830,7.62 High Calibre,PC
0.30,1.50,/product_images/defimg2_s.jpg,0.50,2395000006182,830,Rabbids Go Home,PC
0.10,1.00,/product_images/defimg1_s.jpg,0.30,3296580807505,830,Brain Exercise with Dr. Kawashima,PC
0.20,1.50,/product_images/defimg1_s.jpg,0.40,3307210116147,830,Batman Vengeance,PC
0.10,1.00,/product_images/defimg1_s.jpg,0.30,3307210116604,830,Batman Vengence,PC
0.30,2.50,/product_images/defimg3_s.jpg,0.70,3307210117021,830,Rayman 3 Havoc,PC
0.50,2.50,/product_images/defimg3_s.jpg,0.90,3307210124715,830,Dragon's Lair 3D,PC
0.20,1.50,/product_images/defimg5_s.jpg,0.40,3307210130464,830,Ghost Recon Island Thunder,PC
-1,0.50,/product_images/defimg3_s.jpg,-1,3307210131003,830,Splinter Cell,PC
0.10,0.75,/product_images/defimg3_s.jpg,0.20,3307210131980,830,The Elder Scrolls Morrowind: Tribunal Ex,PC
0.01,0.50,/product_images/defimg3_s.jpg,0.10,3307210137012,830,Rainbow Six 3 Raven Shield Pack special,PC
0.10,1.00,/product_images/defimg5_s.jpg,0.30,3307210140142,830,Rainbow Six 3 Raven Shield,PC
0.10,1.00,/product_images/defimg2_s.jpg,0.30,3307210142931,830,In Memoriam,PC
0.01,0.50,/product_images/defimg4_s.jpg,0.10,3307210147110,830,Planet Side,PC
1.90,8.00,/product_images/defimg4_s.jpg,3.00,3307210148476,830,The Elder Scrolls III Bloodmoon Exp Pack,PC
0.01,0.50,/product_images/defimg5_s.jpg,0.10,3307210150349,830,Rainbow Six 3 - Athena Sword,PC
0.01,0.25,/product_images/defimg2_s.jpg,0.01,3307210156143,830,Pandoras Box,PC
0.01,0.25,/product_images/Juegos/PC Juegos/3307210156334_s.jpg,0.01,3307210156334,830,Warlords IV: Heroes Of Etheria,PC
0.10,1.00,/product_images/defimg2_s.jpg,0.30,3307210160478,830,Lords Of Everquest,PC
0.20,1.50,/product_images/defimg5_s.jpg,0.40,3307210163264,830,Flight Simulator 98,PC
0.10,1.00,/product_images/defimg5_s.jpg,0.30,3307210163271,830,Motocross Madness 2,PC
0.01,0.50,/product_images/defimg1_s.jpg,0.10,3307210163677,830,il2 Forgotten Battles Ace Expansion Pack,PC
0.01,0.25,/product_images/defimg3_s.jpg,0.01,3307210168085,830,Downtown Run,PC
0.10,1.00,/product_images/defimg1_s.jpg,0.30,3307210168122,830,Fighting Steel,PC
0.01,0.10,/product_images/defimg3_s.jpg,0.01,3307210168160,830,Largo Winch Empire Under Threat,PC
0.01,0.10,/product_images/defimg3_s.jpg,0.01,3307210168344,830,Tom Clancy's Rainbow Six Pack,PC
0.10,1.00,/product_images/defimg2_s.jpg,0.30,3307210171849,830,Myst IV Revelation,PC
0.01,0.10,/product_images/defimg1_s.jpg,0.01,3307210173744,830,Dungeon Siege 2CD,PC
0.01,0.50,/product_images/defimg3_s.jpg,0.10,3307210178480,830,Everquest II (P),PC
1.90,8.00,/product_images/defimg3_s.jpg,3.00,3307210179487,830,Splinter Cell / Splinter Cell Pandora Tomorrow,PC
0.20,1.00,/product_images/defimg2_s.jpg,0.30,3307210184504,830,Biathlon 2005,PC
0.01,0.10,/product_images/defimg2_s.jpg,0.01,3307210189110,830,Shrek 2 Pinta y crea,PC
0.20,1.50,/product_images/Juegos/PC Juegos/3307210194916_s.jpg,0.40,3307210194916,830,Bards Tale,PC
1.80,9.00,/product_images/defimg1_s.jpg,3.00,3307210195319,830,Age of Empire Gold+D. Siege+Warlords IV,PC
0.01,0.25,/product_images/defimg5_s.jpg,0.01,3307210197177,830,Singles 2 Tres Son Multitud,PC
0.60,3.00,/product_images/defimg1_s.jpg,1.00,3307210197825,830,Settlers / CSI / Rayman 3,PC
0.30,2.00,/product_images/defimg2_s.jpg,0.60,3307210206534,830,Everquest II Desert Of Flame (P),PC
0.30,2.00,/product_images/defimg2_s.jpg,0.60,3307210212054,830,CSI Triple Pack,PC
0.01,0.25,/product_images/defimg2_s.jpg,0.01,3307210212160,830,Star Wars Episode III Activity Center,PC
0.50,3.50,/product_images/defimg1_s.jpg,1.00,3307210212290,830,Flight Simulator 2002 (Ed. Estandard),PC
0.30,2.50,/product_images/defimg2_s.jpg,0.70,3307210212429,830,Zoo Tycoon,PC
0.20,1.50,/product_images/defimg1_s.jpg,0.40,3307210212610,830,Combat Flight Simulator 2,PC
0.40,2.00,/product_images/defimg4_s.jpg,0.70,3307210214553,830,Final Fanstasy XI (Online) (P),PC
1.40,6.00,/product_images/defimg3_s.jpg,2.00,3307210214621,830,Prince of Persia (Trilogia EC),PC
0.10,0.75,/product_images/defimg5_s.jpg,0.20,3307210219305,830,Onimusha 3 (SN),PC
0.10,0.75,/product_images/Juegos/PC Juegos/3307210220912_s.jpg,0.20,3307210220912,830,Blazing Angels,PC
0.60,3.00,/product_images/defimg4_s.jpg,1.00,3307210221759,830,Resident Evil 4 (P),PC
0.01,0.50,/product_images/defimg2_s.jpg,0.10,3307210222589,830,Crimson Skies,PC
0.30,2.00,/product_images/defimg3_s.jpg,0.60,3307210223500,830,Chessmaster 10th Edition,PC
0.30,1.50,/product_images/defimg2_s.jpg,0.50,3307210231130,830,The Settlers 2: 10Th Anniversary,PC
0.01,0.10,/product_images/defimg2_s.jpg,0.01,3307210234223,830,Ducati World Championship,PC
0.60,4.00,/product_images/defimg3_s.jpg,1.20,3307210234261,830,Dark Messiah Might & Magic (Ed. Col.),PC
0.10,0.50,/product_images/defimg1_s.jpg,0.10,3307210241917,830,Scrabble 2007,PC
0.01,0.25,/product_images/defimg1_s.jpg,0.01,3307210242549,830,Scrabble Interactivo 2004,PC
0.10,0.75,/product_images/defimg4_s.jpg,0.20,3307210242990,830,Heroes Of Might & Magic 2,PC
0.10,1.00,/product_images/defimg3_s.jpg,0.30,3307210243003,830,Heroes Of Might And Magic,PC
0.01,0.10,/product_images/defimg4_s.jpg,0.01,3307210243904,830,Catz 5,PC
0.20,1.50,/product_images/Juegos/PC Juegos/3307210243997_s.jpg,0.40,3307210243997,830,IL-2 Sturmovik - 1946,PC
0.01,0.10,/product_images/defimg4_s.jpg,0.01,3307210244055,830,Cosmic Party,PC
0.01,0.10,/product_images/defimg3_s.jpg,0.01,3307210245021,830,Cosmic Family,PC
0.01,0.25,/product_images/defimg5_s.jpg,0.01,3307210246950,830,Rayman Raving Rabbids Centro de Activida,PC
0.80,3.50,/product_images/defimg3_s.jpg,1.30,3307210262592,830,5 en 1 Juegos- Ghost Recon + Csi Miami,PC
0.10,1.00,/product_images/defimg1_s.jpg,0.30,3307210263049,830,CSI: Pruebas Ocultas,PC
0.30,2.50,/product_images/defimg1_s.jpg,0.70,3307210264282,830,Chessmaster (Grandmaster Edition),PC
1.20,6.00,/product_images/defimg3_s.jpg,2.00,3307210265807,830,R.U.S.E (P),PC
0.50,2.50,/product_images/defimg4_s.jpg,0.90,3307210265852,830,R.U.S.E (P),PC
0.10,1.00,/product_images/Juegos/PC Juegos/3307210267948_s.jpg,0.30,3307210267948,830,Beowulf,PC
0.01,0.10,/product_images/Juegos/PC Juegos/3307210324078_s.jpg,0.01,3307210324078,830,Totally Spies Fiesta Total,PC
0.30,2.50,/product_images/defimg3_s.jpg,0.70,3307210329615,830,Splinter Cell Conviction (P),PC
0.30,2.00,/product_images/defimg2_s.jpg,0.60,3307210406521,830,Kids Pack 1,PC
1.60,8.00,/product_images/defimg2_s.jpg,2.00,3307210406576,830,Prince Of Persia (Trilogia),PC
1.20,6.00,/product_images/defimg2_s.jpg,2.00,3307210415004,830,Brothers In Arms: Hell's Highway LE,PC
0.10,1.00,/product_images/defimg5_s.jpg,0.30,3307210450111,830,Imagina ser Amazona en Competicion,PC
0.01,0.10,/product_images/defimg5_s.jpg,0.01,3307210450661,830,Hells Kitchen,PC
0.10,1.00,/product_images/Juegos/PC Juegos/3307211605725_s.jpg,0.30,3307211605725,830,Shaun White Snowboarding,PC
0.10,1.00,/product_images/defimg1_s.jpg,0.30,3307211607491,830,Animalz Sport Dogz,PC
1.60,8.00,/product_images/defimg3_s.jpg,2.00,3307211610781,830,Far Cry 2 (Ed. Coleccionista),PC
0.20,1.50,/product_images/defimg2_s.jpg,0.40,3307211666870,830,Settlers 7 : Los Caminos del Reino (P),PC
0.50,2.50,/product_images/defimg3_s.jpg,0.90,3307211667563,830,Assassin's Creed II (P),PC
3.00,18.00,/product_images/defimg2_s.jpg,6.00,3307211669499,830,Assassin's Creed II/2 (P) (15) White Ed,PC
0.40,2.00,/product_images/defimg1_s.jpg,0.70,3307211671607,830,Cloudy With A Chance Of Meatballs,PC
0.30,2.50,/product_images/defimg5_s.jpg,0.70,3307211671676,830,Iiuvia De Albondigas,PC
0.10,1.00,/product_images/defimg2_s.jpg,0.30,3307211672208,830,CSI: Determinacion Mortal,PC
0.10,0.75,/product_images/defimg3_s.jpg,0.20,3307211673182,830,Arthur Y La Venganza De Maltazard,PC
0.50,3.50,/product_images/defimg2_s.jpg,1.00,3307211679351,830,Avatar: El Videojuego (P),PC
0.01,0.50,/product_images/Juegos/PC Juegos/3307211688179_s.jpg,0.10,3307211688179,830,Heroes Over Europe,PC
1.20,6.00,/product_images/defimg2_s.jpg,2.00,3307211695443,830,(P) Silent Hunter 5,PC
0.01,0.25,/product_images/defimg1_s.jpg,0.01,3307212281836,830,Shadow Company,PC
0.01,0.10,/product_images/defimg1_s.jpg,0.01,3307212295932,830,Tonic Trouble,PC
